from,to,name_from,ref_prod_from,location_from,name_to,ref_prod_to,location_to
39,310,"treatment of waste polyvinylchloride, municipal incineration",waste polyvinylchloride,CH,"treatment of waste polyvinylchloride, municipal incineration FAE",waste polyvinylchloride,CH
35,310,"treatment of waste polypropylene, municipal incineration",waste polypropylene,CH,"treatment of waste polypropylene, municipal incineration FAE",waste polypropylene,CH
36,310,"treatment of waste polypropylene, municipal incineration",waste polypropylene,CH,"treatment of waste polypropylene, municipal incineration FAE",waste polypropylene,CH
37,310,"treatment of waste polypropylene, municipal incineration",waste polypropylene,CH,"treatment of waste polypropylene, municipal incineration FAE",waste polypropylene,CH
38,310,"treatment of waste polypropylene, municipal incineration",waste polypropylene,CH,"treatment of waste polypropylene, municipal incineration FAE",waste polypropylene,CH
39,310,"treatment of waste polypropylene, municipal incineration",waste polypropylene,CH,"treatment of waste polypropylene, municipal incineration FAE",waste polypropylene,CH
35,310,"treatment of waste polyurethane, municipal incineration",waste polyurethane,CH,"treatment of waste polyurethane, municipal incineration FAE",waste polyurethane,CH
36,310,"treatment of waste polyurethane, municipal incineration",waste polyurethane,CH,"treatment of waste polyurethane, municipal incineration FAE",waste polyurethane,CH
37,310,"treatment of waste polyurethane, municipal incineration",waste polyurethane,CH,"treatment of waste polyurethane, municipal incineration FAE",waste polyurethane,CH
38,310,"treatment of waste polyurethane, municipal incineration",waste polyurethane,CH,"treatment of waste polyurethane, municipal incineration FAE",waste polyurethane,CH
39,310,"treatment of waste polyurethane, municipal incineration",waste polyurethane,CH,"treatment of waste polyurethane, municipal incineration FAE",waste polyurethane,CH
35,310,"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,RoW,"treatment of spent anion exchange resin from potable water production, municipal incineration FAE",spent anion exchange resin from potable water production,CH
36,310,"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,RoW,"treatment of spent anion exchange resin from potable water production, municipal incineration FAE",spent anion exchange resin from potable water production,CH
37,310,"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,RoW,"treatment of spent anion exchange resin from potable water production, municipal incineration FAE",spent anion exchange resin from potable water production,CH
38,310,"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,RoW,"treatment of spent anion exchange resin from potable water production, municipal incineration FAE",spent anion exchange resin from potable water production,CH
39,310,"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,RoW,"treatment of spent anion exchange resin from potable water production, municipal incineration FAE",spent anion exchange resin from potable water production,CH
35,310,"treatment of waste polyethylene, municipal incineration",waste polyethylene,CH,"treatment of waste polyethylene, municipal incineration FAE",waste polyethylene,CH
36,310,"treatment of waste polyethylene, municipal incineration",waste polyethylene,CH,"treatment of waste polyethylene, municipal incineration FAE",waste polyethylene,CH
37,310,"treatment of waste polyethylene, municipal incineration",waste polyethylene,CH,"treatment of waste polyethylene, municipal incineration FAE",waste polyethylene,CH
38,310,"treatment of waste polyethylene, municipal incineration",waste polyethylene,CH,"treatment of waste polyethylene, municipal incineration FAE",waste polyethylene,CH
39,310,"treatment of waste polyethylene, municipal incineration",waste polyethylene,CH,"treatment of waste polyethylene, municipal incineration FAE",waste polyethylene,CH
35,310,"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",GLO,"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",RoW
35,310,market for ethylene glycol,ethylene glycol,GLO,market for ethylene glycol,ethylene glycol,RoW
35,310,"air separation, cryogenic","nitrogen, liquid",RER,"industrial gases production, cryogenic air separation","nitrogen, liquid",RoW
36,310,"air separation, cryogenic","nitrogen, liquid",RER,"industrial gases production, cryogenic air separation","nitrogen, liquid",RoW
37,310,"air separation, cryogenic","nitrogen, liquid",RER,"industrial gases production, cryogenic air separation","nitrogen, liquid",RoW
38,310,"air separation, cryogenic","nitrogen, liquid",RER,"industrial gases production, cryogenic air separation","nitrogen, liquid",RoW
39,310,"air separation, cryogenic","nitrogen, liquid",RER,"industrial gases production, cryogenic air separation","nitrogen, liquid",RoW
35,310,sodium hydroxide to generic market for neutralising agent,"neutralising agent, sodium hydroxide-equivalent",GLO,,,RoW
36,310,sodium hydroxide to generic market for neutralising agent,"neutralising agent, sodium hydroxide-equivalent",GLO,,,RoW
37,310,sodium hydroxide to generic market for neutralising agent,"neutralising agent, sodium hydroxide-equivalent",GLO,,,RoW
38,310,sodium hydroxide to generic market for neutralising agent,"neutralising agent, sodium hydroxide-equivalent",GLO,,,RoW
39,310,sodium hydroxide to generic market for neutralising agent,"neutralising agent, sodium hydroxide-equivalent",GLO,,,RoW
35,310,"market for soda ash, light","soda ash, light",GLO,,,RoW
36,310,"market for soda ash, light","soda ash, light",GLO,,,RoW
37,310,"market for soda ash, light","soda ash, light",GLO,,,RoW
38,310,"market for soda ash, light","soda ash, light",GLO,,,RoW
39,310,"market for soda ash, light","soda ash, light",GLO,,,RoW
35,310,coking,coal gas,RoW,coke production,coal gas,RoW
36,310,coking,coal gas,RoW,coke production,coal gas,RoW
37,310,coking,coal gas,RoW,coke production,coal gas,RoW
38,310,coking,coal gas,RoW,coke production,coal gas,RoW
39,310,coking,coal gas,RoW,coke production,coal gas,RoW
35,310,coking,coke,RoW,coke production,coke,RoW
36,310,coking,coke,RoW,coke production,coke,RoW
37,310,coking,coke,RoW,coke production,coke,RoW
38,310,coking,coke,RoW,coke production,coke,RoW
39,310,coking,coke,RoW,coke production,coke,RoW
35,310,market for methane sulfonic acid,methane sulfonic acid,GLO,market for methylsulfonic acid,methylsulfonic acid,GLO
36,310,market for methane sulfonic acid,methane sulfonic acid,GLO,market for methylsulfonic acid,methylsulfonic acid,GLO
37,310,market for methane sulfonic acid,methane sulfonic acid,GLO,market for methylsulfonic acid,methylsulfonic acid,GLO
38,310,market for methane sulfonic acid,methane sulfonic acid,GLO,market for methylsulfonic acid,methylsulfonic acid,GLO
39,310,market for methane sulfonic acid,methane sulfonic acid,GLO,market for methylsulfonic acid,methylsulfonic acid,GLO
35,310,electrolysis of lithium chloride,lithium,GLO,"lithium production, lithium chloride electrolysis",lithium,GLO
36,310,electrolysis of lithium chloride,lithium,GLO,"lithium production, lithium chloride electrolysis",lithium,GLO
37,310,electrolysis of lithium chloride,lithium,GLO,"lithium production, lithium chloride electrolysis",lithium,GLO
38,310,electrolysis of lithium chloride,lithium,GLO,"lithium production, lithium chloride electrolysis",lithium,GLO
39,310,electrolysis of lithium chloride,lithium,GLO,"lithium production, lithium chloride electrolysis",lithium,GLO
35,310,"treatment of inert waste, sanitary landfill",inert waste,Europe without Switzerland,"treatment of inert waste, sanitary landfill",inert waste,RER
36,310,"treatment of inert waste, sanitary landfill",inert waste,Europe without Switzerland,"treatment of inert waste, sanitary landfill",inert waste,RER
37,310,"treatment of inert waste, sanitary landfill",inert waste,Europe without Switzerland,"treatment of inert waste, sanitary landfill",inert waste,RER
38,310,"treatment of inert waste, sanitary landfill",inert waste,Europe without Switzerland,"treatment of inert waste, sanitary landfill",inert waste,RER
39,310,"treatment of inert waste, sanitary landfill",inert waste,Europe without Switzerland,"treatment of inert waste, sanitary landfill",inert waste,RER
35,310,phthalic anhydride production,phthalic anhydride,RER,"phthalic anhydride production, o-xylene oxidation",phthalic anhydride,RER
36,310,phthalic anhydride production,phthalic anhydride,RER,"phthalic anhydride production, o-xylene oxidation",phthalic anhydride,RER
37,310,phthalic anhydride production,phthalic anhydride,RER,"phthalic anhydride production, o-xylene oxidation",phthalic anhydride,RER
38,310,phthalic anhydride production,phthalic anhydride,RER,"phthalic anhydride production, o-xylene oxidation",phthalic anhydride,RER
39,310,phthalic anhydride production,phthalic anhydride,RER,"phthalic anhydride production, o-xylene oxidation",phthalic anhydride,RER
35,310,"treatment of residue from shredder fraction from manual dismantling, municipal waste incineration",residue from shredder fraction from manual dismantling,CH,"treatment of residue from shredder fraction from manual dismantling, municipal incineration FAE",residue from shredder fraction from manual dismantling,CH
36,310,"treatment of residue from shredder fraction from manual dismantling, municipal waste incineration",residue from shredder fraction from manual dismantling,CH,"treatment of residue from shredder fraction from manual dismantling, municipal incineration FAE",residue from shredder fraction from manual dismantling,CH
37,310,"treatment of residue from shredder fraction from manual dismantling, municipal waste incineration",residue from shredder fraction from manual dismantling,CH,"treatment of residue from shredder fraction from manual dismantling, municipal incineration FAE",residue from shredder fraction from manual dismantling,CH
38,310,"treatment of residue from shredder fraction from manual dismantling, municipal waste incineration",residue from shredder fraction from manual dismantling,CH,"treatment of residue from shredder fraction from manual dismantling, municipal incineration FAE",residue from shredder fraction from manual dismantling,CH
39,310,"treatment of residue from shredder fraction from manual dismantling, municipal waste incineration",residue from shredder fraction from manual dismantling,CH,"treatment of residue from shredder fraction from manual dismantling, municipal incineration FAE",residue from shredder fraction from manual dismantling,CH
35,310,ethylene glycol production,ethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",ethylene glycol,RER
36,310,ethylene glycol production,ethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",ethylene glycol,RER
37,310,ethylene glycol production,ethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",ethylene glycol,RER
38,310,ethylene glycol production,ethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",ethylene glycol,RER
39,310,ethylene glycol production,ethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",ethylene glycol,RER
35,310,ethylene glycol production,triethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",triethylene glycol,RER
36,310,ethylene glycol production,triethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",triethylene glycol,RER
37,310,ethylene glycol production,triethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",triethylene glycol,RER
38,310,ethylene glycol production,triethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",triethylene glycol,RER
39,310,ethylene glycol production,triethylene glycol,RER,"ethylene glycols production, thermal hydrolysis of ethylene oxide",triethylene glycol,RER
35,310,Mannheim process,"sodium sulfate, anhydrite",RoW,"hydrochloric acid production, Mannheim process","sodium sulfate, anhydrite",RER
36,310,Mannheim process,"sodium sulfate, anhydrite",RoW,"hydrochloric acid production, Mannheim process","sodium sulfate, anhydrite",RER
37,310,Mannheim process,"sodium sulfate, anhydrite",RoW,"hydrochloric acid production, Mannheim process","sodium sulfate, anhydrite",RER
38,310,Mannheim process,"sodium sulfate, anhydrite",RoW,"hydrochloric acid production, Mannheim process","sodium sulfate, anhydrite",RER
39,310,Mannheim process,"sodium sulfate, anhydrite",RoW,"hydrochloric acid production, Mannheim process","sodium sulfate, anhydrite",RER
35,310,"market for hydrogen, liquid","hydrogen, liquid",RER,"market for hydrogen, gaseous, medium pressure, merchant","hydrogen, gaseous, medium pressure, merchant",RER
36,310,"market for hydrogen, liquid","hydrogen, liquid",RER,"market for hydrogen, gaseous, medium pressure, merchant","hydrogen, gaseous, medium pressure, merchant",RER
37,310,"market for hydrogen, liquid","hydrogen, liquid",RER,"market for hydrogen, gaseous, medium pressure, merchant","hydrogen, gaseous, medium pressure, merchant",RER
38,310,"market for hydrogen, liquid","hydrogen, liquid",RER,"market for hydrogen, gaseous, medium pressure, merchant","hydrogen, gaseous, medium pressure, merchant",RER
39,310,"market for hydrogen, liquid","hydrogen, liquid",RER,"market for hydrogen, gaseous, medium pressure, merchant","hydrogen, gaseous, medium pressure, merchant",RER
35,310,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",GLO,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",RoW
36,310,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",GLO,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",RoW
37,310,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",GLO,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",RoW
38,310,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",GLO,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",RoW
39,310,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",GLO,"soda ash, light, crystalline, heptahydrate, to generic market for neutralising agent","neutralising agent, sodium hydroxide-equivalent",RoW
35,310,"treatment of waste plastic, mixture, municipal incineration","waste plastic, mixture",CH,"treatment of waste plastic, mixture, municipal incineration FAE","waste plastic, mixture",CH
36,310,"treatment of waste plastic, mixture, municipal incineration","waste plastic, mixture",CH,"treatment of waste plastic, mixture, municipal incineration FAE","waste plastic, mixture",CH
37,310,"treatment of waste plastic, mixture, municipal incineration","waste plastic, mixture",CH,"treatment of waste plastic, mixture, municipal incineration FAE","waste plastic, mixture",CH
38,310,"treatment of waste plastic, mixture, municipal incineration","waste plastic, mixture",CH,"treatment of waste plastic, mixture, municipal incineration FAE","waste plastic, mixture",CH
39,310,"treatment of waste plastic, mixture, municipal incineration","waste plastic, mixture",CH,"treatment of waste plastic, mixture, municipal incineration FAE","waste plastic, mixture",CH
35,310,methanol production,methanol,GLO,"methanol production, natural gas reforming",methanol,RoW
36,310,methanol production,methanol,GLO,"methanol production, natural gas reforming",methanol,RoW
37,310,methanol production,methanol,GLO,"methanol production, natural gas reforming",methanol,RoW
38,310,methanol production,methanol,GLO,"methanol production, natural gas reforming",methanol,RoW
39,310,methanol production,methanol,GLO,"methanol production, natural gas reforming",methanol,RoW
35,310,"acetic acid production, product in 98% solution state","acetic acid, without water, in 98% solution state",RER,"acetic acid production, methanol carboxylation (Monsanto), product in 98% solution state","acetic acid, without water, in 98% solution state",RER
36,310,"acetic acid production, product in 98% solution state","acetic acid, without water, in 98% solution state",RER,"acetic acid production, methanol carboxylation (Monsanto), product in 98% solution state","acetic acid, without water, in 98% solution state",RER
37,310,"acetic acid production, product in 98% solution state","acetic acid, without water, in 98% solution state",RER,"acetic acid production, methanol carboxylation (Monsanto), product in 98% solution state","acetic acid, without water, in 98% solution state",RER
38,310,"acetic acid production, product in 98% solution state","acetic acid, without water, in 98% solution state",RER,"acetic acid production, methanol carboxylation (Monsanto), product in 98% solution state","acetic acid, without water, in 98% solution state",RER
39,310,"acetic acid production, product in 98% solution state","acetic acid, without water, in 98% solution state",RER,"acetic acid production, methanol carboxylation (Monsanto), product in 98% solution state","acetic acid, without water, in 98% solution state",RER
35,310,"phenol production, from cumene",phenol,RER,"phenol production, cumene oxidation",phenol,RER
36,310,"phenol production, from cumene",phenol,RER,"phenol production, cumene oxidation",phenol,RER
37,310,"phenol production, from cumene",phenol,RER,"phenol production, cumene oxidation",phenol,RER
38,310,"phenol production, from cumene",phenol,RER,"phenol production, cumene oxidation",phenol,RER
39,310,"phenol production, from cumene",phenol,RER,"phenol production, cumene oxidation",phenol,RER
35,310,roof tile production,roof tile,RER,clay roof tile production,clay roof tile,RER
36,310,roof tile production,roof tile,RER,clay roof tile production,clay roof tile,RER
37,310,roof tile production,roof tile,RER,clay roof tile production,clay roof tile,RER
38,310,roof tile production,roof tile,RER,clay roof tile production,clay roof tile,RER
39,310,roof tile production,roof tile,RER,clay roof tile production,clay roof tile,RER
35,310,clay brick production,clay brick,RER,"clay brick production, extruded",clay brick,RER
36,310,clay brick production,clay brick,RER,"clay brick production, extruded",clay brick,RER
37,310,clay brick production,clay brick,RER,"clay brick production, extruded",clay brick,RER
38,310,clay brick production,clay brick,RER,"clay brick production, extruded",clay brick,RER
39,310,clay brick production,clay brick,RER,"clay brick production, extruded",clay brick,RER
35,310,fluorination of sodium tetrahydridoborate,diborane,GLO,sodium tetrafluoroborate production,sodium tetrafluoroborate,GLO
36,310,fluorination of sodium tetrahydridoborate,diborane,GLO,sodium tetrafluoroborate production,sodium tetrafluoroborate,GLO
37,310,fluorination of sodium tetrahydridoborate,diborane,GLO,sodium tetrafluoroborate production,sodium tetrafluoroborate,GLO
38,310,fluorination of sodium tetrahydridoborate,diborane,GLO,sodium tetrafluoroborate production,sodium tetrafluoroborate,GLO
39,310,fluorination of sodium tetrahydridoborate,diborane,GLO,sodium tetrafluoroborate production,sodium tetrafluoroborate,GLO
35,310,"treatment of waste rubber, unspecified, municipal incineration","waste rubber, unspecified",CH,"treatment of waste rubber, unspecified, municipal incineration FAE","waste rubber, unspecified",CH
36,310,"treatment of waste rubber, unspecified, municipal incineration","waste rubber, unspecified",CH,"treatment of waste rubber, unspecified, municipal incineration FAE","waste rubber, unspecified",CH
37,310,"treatment of waste rubber, unspecified, municipal incineration","waste rubber, unspecified",CH,"treatment of waste rubber, unspecified, municipal incineration FAE","waste rubber, unspecified",CH
38,310,"treatment of waste rubber, unspecified, municipal incineration","waste rubber, unspecified",CH,"treatment of waste rubber, unspecified, municipal incineration FAE","waste rubber, unspecified",CH
39,310,"treatment of waste rubber, unspecified, municipal incineration","waste rubber, unspecified",CH,"treatment of waste rubber, unspecified, municipal incineration FAE","waste rubber, unspecified",CH
35,310,"treatment of waste plastic, industrial electronics, municipal incineration","waste plastic, industrial electronics",CH,"treatment of waste plastic, industrial electronics, municipal incineration FAE","waste plastic, industrial electronics",CH
36,310,"treatment of waste plastic, industrial electronics, municipal incineration","waste plastic, industrial electronics",CH,"treatment of waste plastic, industrial electronics, municipal incineration FAE","waste plastic, industrial electronics",CH
37,310,"treatment of waste plastic, industrial electronics, municipal incineration","waste plastic, industrial electronics",CH,"treatment of waste plastic, industrial electronics, municipal incineration FAE","waste plastic, industrial electronics",CH
38,310,"treatment of waste plastic, industrial electronics, municipal incineration","waste plastic, industrial electronics",CH,"treatment of waste plastic, industrial electronics, municipal incineration FAE","waste plastic, industrial electronics",CH
39,310,"treatment of waste plastic, industrial electronics, municipal incineration","waste plastic, industrial electronics",CH,"treatment of waste plastic, industrial electronics, municipal incineration FAE","waste plastic, industrial electronics",CH
35,310,oxidation of butane,methyl acetate,RER,"acetic acid production, butane oxidation","acetic acid, without water, in 98% solution state",RER
36,310,oxidation of butane,methyl acetate,RER,"acetic acid production, butane oxidation","acetic acid, without water, in 98% solution state",RER
37,310,oxidation of butane,methyl acetate,RER,"acetic acid production, butane oxidation","acetic acid, without water, in 98% solution state",RER
38,310,oxidation of butane,methyl acetate,RER,"acetic acid production, butane oxidation","acetic acid, without water, in 98% solution state",RER
39,310,oxidation of butane,methyl acetate,RER,"acetic acid production, butane oxidation","acetic acid, without water, in 98% solution state",RER
35,310,hydroformylation of propylene,1-butanol,RER,"butanols production, hydroformylation of propylene",1-butanol,RER
36,310,hydroformylation of propylene,1-butanol,RER,"butanols production, hydroformylation of propylene",1-butanol,RER
37,310,hydroformylation of propylene,1-butanol,RER,"butanols production, hydroformylation of propylene",1-butanol,RER
38,310,hydroformylation of propylene,1-butanol,RER,"butanols production, hydroformylation of propylene",1-butanol,RER
39,310,hydroformylation of propylene,1-butanol,RER,"butanols production, hydroformylation of propylene",1-butanol,RER
35,310,market for coke,coke,GLO,market for coke,coke,RoW
36,310,market for coke,coke,GLO,market for coke,coke,RoW
37,310,market for coke,coke,GLO,market for coke,coke,RoW
38,310,market for coke,coke,GLO,market for coke,coke,RoW
39,310,market for coke,coke,GLO,market for coke,coke,RoW
35,310,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",CH,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",RoE
36,310,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",CH,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",RoE
37,310,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",CH,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",RoE
38,310,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",CH,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",RoE
39,310,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",CH,"treatment of waste, from silicon wafer production, inorganic, residual material landfill","waste, from silicon wafer production, inorganic",RoE
310,38,"treatment of wastewater from wafer fabrication, wastewater treatment",wastewater from wafer fabrication,RoW,"treatment of wastewater from wafer fabrication, capacity 1.1E10l/year",wastewater from wafer fabrication,RoW
310,37,"treatment of wastewater from wafer fabrication, wastewater treatment",wastewater from wafer fabrication,RoW,"treatment of wastewater from wafer fabrication, capacity 1.1E10l/year",wastewater from wafer fabrication,RoW
35,310,"treatment of waste paperboard, municipal incineration",waste paperboard,CH,"treatment of waste paperboard, municipal incineration FAE",waste paperboard,CH
36,310,"treatment of waste paperboard, municipal incineration",waste paperboard,CH,"treatment of waste paperboard, municipal incineration FAE",waste paperboard,CH
37,310,"treatment of waste paperboard, municipal incineration",waste paperboard,CH,"treatment of waste paperboard, municipal incineration FAE",waste paperboard,CH
38,310,"treatment of waste paperboard, municipal incineration",waste paperboard,CH,"treatment of waste paperboard, municipal incineration FAE",waste paperboard,CH
39,310,"treatment of waste paperboard, municipal incineration",waste paperboard,CH,"treatment of waste paperboard, municipal incineration FAE",waste paperboard,CH
35,310,"chromium oxide production, flakes","chromium oxide, flakes",RER,"chromium trioxide production, flakes","chromium trioxide, flakes",RER
36,310,"chromium oxide production, flakes","chromium oxide, flakes",RER,"chromium trioxide production, flakes","chromium trioxide, flakes",RER
37,310,"chromium oxide production, flakes","chromium oxide, flakes",RER,"chromium trioxide production, flakes","chromium trioxide, flakes",RER
38,310,"chromium oxide production, flakes","chromium oxide, flakes",RER,"chromium trioxide production, flakes","chromium trioxide, flakes",RER
39,310,"chromium oxide production, flakes","chromium oxide, flakes",RER,"chromium trioxide production, flakes","chromium trioxide, flakes",RER
35,310,"treatment of municipal solid waste, incineration","electricity, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","electricity, for reuse in municipal waste incineration only",CH
36,310,"treatment of municipal solid waste, incineration","electricity, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","electricity, for reuse in municipal waste incineration only",CH
37,310,"treatment of municipal solid waste, incineration","electricity, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","electricity, for reuse in municipal waste incineration only",CH
38,310,"treatment of municipal solid waste, incineration","electricity, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","electricity, for reuse in municipal waste incineration only",CH
39,310,"treatment of municipal solid waste, incineration","electricity, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","electricity, for reuse in municipal waste incineration only",CH
35,310,"treatment of municipal solid waste, incineration","heat, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH
36,310,"treatment of municipal solid waste, incineration","heat, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH
37,310,"treatment of municipal solid waste, incineration","heat, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH
38,310,"treatment of municipal solid waste, incineration","heat, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH
39,310,"treatment of municipal solid waste, incineration","heat, for reuse in municipal waste incineration only",CH,"treatment of municipal solid waste, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH
35,310,"treatment of waste graphical paper, municipal incineration",waste graphical paper,CH,"treatment of waste graphical paper, municipal incineration FAE",waste graphical paper,CH
36,310,"treatment of waste graphical paper, municipal incineration",waste graphical paper,CH,"treatment of waste graphical paper, municipal incineration FAE",waste graphical paper,CH
37,310,"treatment of waste graphical paper, municipal incineration",waste graphical paper,CH,"treatment of waste graphical paper, municipal incineration FAE",waste graphical paper,CH
38,310,"treatment of waste graphical paper, municipal incineration",waste graphical paper,CH,"treatment of waste graphical paper, municipal incineration FAE",waste graphical paper,CH
39,310,"treatment of waste graphical paper, municipal incineration",waste graphical paper,CH,"treatment of waste graphical paper, municipal incineration FAE",waste graphical paper,CH
35,310,market for ethylene glycol,ethylene glycol,GLO,market for ethylene glycol,ethylene glycol,RoW
35,310,market for clay brick,clay brick,GLO,market for clay brick,clay brick,RoW
36,310,market for clay brick,clay brick,GLO,market for clay brick,clay brick,RoW
37,310,market for clay brick,clay brick,GLO,market for clay brick,clay brick,RoW
38,310,market for clay brick,clay brick,GLO,market for clay brick,clay brick,RoW
39,310,market for clay brick,clay brick,GLO,market for clay brick,clay brick,RoW
35,310,market for electric arc furnace dust,electric arc furnace dust,RER,market for electric arc furnace dust,electric arc furnace dust,Europe without Switzerland
36,310,market for electric arc furnace dust,electric arc furnace dust,RER,market for electric arc furnace dust,electric arc furnace dust,Europe without Switzerland
37,310,market for electric arc furnace dust,electric arc furnace dust,RER,market for electric arc furnace dust,electric arc furnace dust,Europe without Switzerland
38,310,market for electric arc furnace dust,electric arc furnace dust,RER,market for electric arc furnace dust,electric arc furnace dust,Europe without Switzerland
39,310,market for electric arc furnace dust,electric arc furnace dust,RER,market for electric arc furnace dust,electric arc furnace dust,Europe without Switzerland
35,310,market for sludge from steel rolling,sludge from steel rolling,GLO,market for sludge from steel rolling,sludge from steel rolling,RoW
36,310,market for sludge from steel rolling,sludge from steel rolling,GLO,market for sludge from steel rolling,sludge from steel rolling,RoW
37,310,market for sludge from steel rolling,sludge from steel rolling,GLO,market for sludge from steel rolling,sludge from steel rolling,RoW
38,310,market for sludge from steel rolling,sludge from steel rolling,GLO,market for sludge from steel rolling,sludge from steel rolling,RoW
39,310,market for sludge from steel rolling,sludge from steel rolling,GLO,market for sludge from steel rolling,sludge from steel rolling,RoW
35,310,"market for chromium oxide, flakes","chromium oxide, flakes",GLO,"market for chromium trioxide, flakes","chromium trioxide, flakes",GLO
36,310,"market for chromium oxide, flakes","chromium oxide, flakes",GLO,"market for chromium trioxide, flakes","chromium trioxide, flakes",GLO
37,310,"market for chromium oxide, flakes","chromium oxide, flakes",GLO,"market for chromium trioxide, flakes","chromium trioxide, flakes",GLO
38,310,"market for chromium oxide, flakes","chromium oxide, flakes",GLO,"market for chromium trioxide, flakes","chromium trioxide, flakes",GLO
39,310,"market for chromium oxide, flakes","chromium oxide, flakes",GLO,"market for chromium trioxide, flakes","chromium trioxide, flakes",GLO
35,310,"market for natural gas, burned in gas motor, for storage","natural gas, burned in gas motor, for storage",GLO,"market for natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO
36,310,"market for natural gas, burned in gas motor, for storage","natural gas, burned in gas motor, for storage",GLO,"market for natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO
37,310,"market for natural gas, burned in gas motor, for storage","natural gas, burned in gas motor, for storage",GLO,"market for natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO
35,310,market for rape seed,rape seed,GLO,market for rape seed,rape seed,RoW
36,310,market for rape seed,rape seed,GLO,market for rape seed,rape seed,RoW
37,310,market for rape seed,rape seed,GLO,market for rape seed,rape seed,RoW
38,310,market for rape seed,rape seed,GLO,market for rape seed,rape seed,RoW
39,310,market for rape seed,rape seed,GLO,market for rape seed,rape seed,RoW
35,310,market for benzene,benzene,GLO,market for benzene,benzene,RoW
