Carbonate;water;unspecified;kilogram;4ccf69ef-e377-4cac-b188-5c9c58cefa56
Fungicides, unspecified;water;surface water;kilogram;c7842230-e5ef-4ca8-9cb1-244dee3fe548
Cerium-144;air;non-urban air or from high stacks;kilo Becquerel;7828852d-7a75-45ce-9e3b-4c443e3a1a63
Acetone;air;unspecified;kilogram;f3d5fd96-8805-4d3d-867a-5df27975b07f
Cesium-136;water;ocean;kilo Becquerel;632fa42c-5c55-471a-a7cb-9cc1256f4e87
Erbium, in ground;natural resource;in ground;kilogram;110a04f0-af53-5499-b22e-79b1b91e5a66
Imazethapyr;soil;agricultural;kilogram;3bf44c34-e91e-449a-878c-9a6e8220cb63
Anthracene;water;ocean;kilogram;b4c2f1fd-079a-4afc-8acb-67d1c4465c00
Iodine-131;water;ground-, long-term;kilo Becquerel;0b28fc38-9334-42a9-bac1-a04c2832e79d
Carbon dioxide, from soil or biomass stock;air;low population density, long-term;kilogram;e1c597cc-14cb-4ebb-af07-7a93a5b77d34
Sodium chlorate;air;unspecified;kilogram;d380bac0-e4c5-430a-b75f-ace6b50a3e30
Thorium-228;air;low population density, long-term;kilo Becquerel;ea8559cd-e5b3-4e24-8c9e-acb4ef1e7e99
Phthalate, butyl-benzyl-;water;ground-;kilogram;37fdd960-4e85-47a1-9f27-098c412fc956
Water;air;low population density, long-term;cubic meter;f977a02e-3564-4798-843c-9fb9a18bc18b
Triflusulfuron-methyl;soil;agricultural;kilogram;8638150a-6413-4a26-9a97-c9fc2bbef19b
Sodium perchlorate;air;low population density, long-term;kilogram;fd776e0f-85db-4940-9b9f-5c42dd16af12
Radiation, electromagnetic;air;low population density, long-term;megajoule;e784ef7a-2a62-4636-97bc-f0be8ca2b969
Clodinafop-propargyl;soil;agricultural;kilogram;29fba89c-b900-4160-a5f1-129916933bca
Silicon dioxide;water;surface water;kilogram;46190ab6-8a25-40e2-8be1-b5145fed2f25
Radium-224;water;surface water;kilo Becquerel;8812d57e-ae84-497e-a778-e5c318120205
Volume occupied, reservoir;natural resource;in water;cubic meter-year;9a9d71c7-79f7-42d0-af47-282d22a7cf07
Ethane, 1,1,2-trichloro-;air;unspecified;kilogram;b32061b1-8d24-4663-b10d-0a1c705f2937
Hymexazol;soil;agricultural;kilogram;3aa11bfe-0524-5028-8371-c98857c61949
Coal, brown, in ground;natural resource;in ground;kilogram;024c9722-1e88-412b-8c4b-10c532be8dca
Propylene oxide;air;non-urban air or from high stacks;kilogram;be3f7ad0-40e8-4a72-ba7a-8b5c69e42bd9
Thiacloprid;soil;agricultural;kilogram;53f7bad5-fba1-54ca-94af-7abfbc18d21e
Radiation, electromagnetic;air;unspecified;megajoule;1ff59fcb-f634-422c-bbbf-63dae44d9485
Polychlorinated biphenyls;air;lower stratosphere + upper troposphere;kilogram;64f98ce3-c7b4-4bfc-b398-c191824f26db
Potassium-40;water;surface water;kilo Becquerel;7a35cc5e-9093-4ef6-bf78-37221ebcb1bb
2-Methyl-2-butene;air;non-urban air or from high stacks;kilogram;ef762eea-a8a2-49e1-8ed6-a12d325856f4
Methanol;air;urban air close to ground;kilogram;f873299d-0675-4fdc-ad01-c5a4b951b583
Anilazine;soil;agricultural;kilogram;dc941853-32f2-5a2b-87de-0cc7d6ce3a13
Zinc;soil;forestry;kilogram;8d226423-1351-4366-b09f-d16c9e38683c
Manganese-54;water;unspecified;kilo Becquerel;729eac4f-0339-4d0f-8956-a71ebe20a527
Toluene, 2-chloro;air;non-urban air or from high stacks;kilogram;14b5c954-056b-4d06-8e2c-2848d85619b1
Thiamethoxam;soil;agricultural;kilogram;9a8e2785-9175-4818-83ae-fc394e2d695a
Methanol;air;lower stratosphere + upper troposphere;kilogram;adf4ac5e-7edd-4ca3-9adb-0b50903a71c1
Radium-226;air;lower stratosphere + upper troposphere;kilo Becquerel;2eb231c3-447f-42e3-bcb6-fdcbdb8ee915
Zirconia, as baddeleyite, in ground;natural resource;in ground;kilogram;e07b4402-abe3-4346-8c42-051c5983bd1e
Diethyl ether;air;low population density, long-term;kilogram;7ae0a943-090b-4da6-899f-8c53a33a1db2
Acenaphthene;water;ground-, long-term;kilogram;26eb22d8-e0cf-45a6-b09e-b8609fe6c8eb
Potassium;soil;unspecified;kilogram;73b26c10-3c57-4732-8a36-6d1d98d6c925
Transformation, from unspecified;natural resource;land;square meter;29630a65-f38c-48a5-9744-c0121f586640
Xenon-135m;air;lower stratosphere + upper troposphere;kilo Becquerel;d369cba2-e0a7-4d98-8227-05657cf1479f
Cobalt-60;air;urban air close to ground;kilo Becquerel;16e15fb4-aee8-42b8-a303-70d61a9b723a
Dichlorprop-P;soil;agricultural;kilogram;02dd7309-b7c2-47bb-82c8-09345be9c2bb
Maneb;soil;agricultural;kilogram;d689f35b-5ebf-4b87-bb12-c4e316219275
Iodine;air;low population density, long-term;kilogram;5cf8884f-62a7-4cc0-8d5a-efe89beac559
Radioactive species, other beta emitters;air;unspecified;kilo Becquerel;630a48ab-c9f7-4bf0-9efd-9f865934c2c8
Florasulam;soil;agricultural;kilogram;0015ec22-72cb-4af1-8c7b-0ba0d041553c
Methane, chlorodifluoro-, HCFC-22;air;urban air close to ground;kilogram;8ca6c84b-7f56-47e6-8d17-4f2dbc49a943
Sodium, ion;water;ocean;kilogram;9310f497-3205-4717-aaa8-1a94c321f7d8
Occupation, arable, conservation tillage (obsolete);natural resource;land;square meter;fdb1b2d0-f537-401e-b845-1d93da512174
Transformation, to pasture, man made;natural resource;land;square meter;7a16b680-6d9a-4db3-a23e-0ec64aca5995
Acrylonitrile;water;ground-;kilogram;ec9b8886-22ef-452b-9347-88dd1ab3a6a5
Dichlorprop;water;surface water;kilogram;bb472a88-f118-4e3c-9305-3f206aaa8a41
Flurenol;soil;agricultural;kilogram;07a5e6ef-e95e-52ab-83ca-073b0727b0a0
Sylvite, in ground;natural resource;in ground;kilogram;b1e13de6-e0a4-56b6-b096-7ab1171d60e3
Sodium perchlorate;air;lower stratosphere + upper troposphere;kilogram;021b8f30-26ac-4012-880a-69bfd65bfed4
Elemental carbon;water;ground-;kilogram;36609913-7c42-457a-89cc-00e2d9f0f867
Prothioconazol;soil;agricultural;kilogram;cfa6de56-8a29-4a27-8868-fb6d1f092d36
Acetonitrile;air;lower stratosphere + upper troposphere;kilogram;590475cc-79c7-4398-8fc7-d2bcb396d9ee
Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;water;ground-;kilogram;4d479616-676f-4db1-8b3a-c14edbdbafc0
Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124;air;non-urban air or from high stacks;kilogram;71a6ea76-6642-4573-bed2-c1884e6792fd
Thiocyanate, ion;water;ocean;kilogram;53225326-6737-4c40-86d4-87893525fd1a
Krypton-89;air;lower stratosphere + upper troposphere;kilo Becquerel;65a50013-0303-4ff2-a880-696dc23c2738
Xenon-133;air;lower stratosphere + upper troposphere;kilo Becquerel;85b391ed-7db5-4f95-ba22-1305940ccd3d
Propylene oxide;air;low population density, long-term;kilogram;6c34456e-59ca-465a-90a5-4583dba1a5e7
Strontium;soil;agricultural;kilogram;7f0873fe-731e-4b99-a384-17f0ad36a318
Phosphorus;soil;agricultural;kilogram;c89a0749-40a5-4c9c-8770-c4295ea34977
Sulfate;air;non-urban air or from high stacks;kilogram;006aa3f7-59ba-450f-aa45-a2b2d1752647
o-Xylene;air;low population density, long-term;kilogram;8a4e7925-a486-467c-a255-f8a1ec5040de
Cerium, in ground;natural resource;in ground;kilogram;4057f8b4-f20a-59c9-9bb7-fdeaf5ad106d
Nitric oxide;air;unspecified;kilogram;17f7e776-7934-54af-8c3c-ed0247cb697b
Antimony-124;water;ground-, long-term;kilo Becquerel;0e066010-5511-4ce5-b7ff-446e58417a65
Plutonium-alpha;water;ground-;kilo Becquerel;90af03c6-a2a2-416e-ba17-88a7b7aedf7a
Terbium, in ground;natural resource;in ground;kilogram;6ec6a8a8-4c94-5bc5-93c5-62928fcf3935
Bismuth, in ground;natural resource;in ground;kilogram;0124b342-4bdd-5cbf-ba2a-dce8a259755c
MCPA;water;surface water;kilogram;fc3c75dc-e39c-463b-8b26-96cfc0ed4b47
Carboxylic acids, unspecified;water;ground-;kilogram;81170b91-3f8b-425d-b927-ac6b6466b689
Arsenic;air;urban air close to ground;kilogram;f4d0a2c8-efef-4188-85da-5801097389a2
Carboxylic acids, unspecified;water;surface water;kilogram;ad66ad26-6fee-4457-b99b-ad8476062ca1
Transformation, to dump site, inert material landfill;natural resource;land;square meter;d10b390c-9d0c-4f59-b31d-3d0d70e77a35
Methanol;air;low population density, long-term;kilogram;d482b568-0604-4433-87b2-1340f7a17512
Ethephon;water;surface water;kilogram;e732d6dc-d502-4e03-8a5e-6c2644136b5f
t-Butyl methyl ether;air;urban air close to ground;kilogram;a793710a-1990-4e65-a95e-cfbbc5332355
Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;air;lower stratosphere + upper troposphere;kilogram;2fff3bda-1eec-4166-9969-bc9e757c8e8e
Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;water;unspecified;kilogram;737c3221-1456-4c6b-8605-6ac00dc88b2e
Chlorosulfonic acid;air;low population density, long-term;kilogram;b8ba284a-9560-40a1-bde9-75943d8c923a
Hydrocarbons, aliphatic, unsaturated;water;ground-, long-term;kilogram;651bd1c1-458e-4585-94e1-46409196de89
Ruthenium-106;air;low population density, long-term;kilo Becquerel;918bd76b-ab1e-406c-b7c5-fb248b89b5b8
Helium;air;urban air close to ground;kilogram;a91c4052-de24-456d-a1d5-4e2d9db201e3
Formic acid;water;surface water;kilogram;3a285c11-632b-4106-8e15-3ac4a0da78de
Occupation, unspecified, natural (non-use);natural resource;land;square meter-year;061259d7-7bcc-4298-af3a-63d084191988
2-Methyl-1-propanol;water;ground-;kilogram;d3f6f514-41e1-4b24-aa56-7d403839a4dd
Diquat;soil;agricultural;kilogram;063a0cee-aa71-4ea6-85ca-045c74ca1a66
Oxasulfuron;soil;agricultural;kilogram;224c984f-5232-53d7-be57-5fece5b26323
Ammonium carbonate;air;unspecified;kilogram;c36f35d1-e815-4c85-8686-1a2d21264a2c
Benz(a)anthracene;air;unspecified;kilogram;4db9bb53-4bdd-4f32-a6a8-521f58c5825c
Iron-59;water;ground-, long-term;kilo Becquerel;6e21027e-bc01-497d-a93a-677ac5a23b31
Chromium-51;water;ocean;kilo Becquerel;2c86a9d8-2cd6-409a-8e5c-86fc3b52bf97
Carbaryl;water;ground-;kilogram;ea348137-f175-4ec7-a6a8-a4854260659a
Transformation, from annual crop, irrigated, extensive;natural resource;land;square meter;fabbb533-f106-4786-aefc-f5ecaed20262
Dimethylamine;air;non-urban air or from high stacks;kilogram;ca793a60-fdf5-4e53-9d75-b279d4a7e7c4
Butyl acetate;air;unspecified;kilogram;da3d541f-0063-4ddf-9b0d-7ba7b8cb6ec7
Manganese;soil;agricultural;kilogram;9ba8c05d-1593-45a5-8d3b-5c4f3e9fef32
Ethoprop;soil;agricultural;kilogram;21b5487b-4086-490b-9f98-1f5503feee7c
Butyrolactone;water;ocean;kilogram;90a31971-00a7-4493-a920-6df37926a047
Trifloxystrobin;water;ground-;kilogram;ef6afe08-6ffb-402f-bb61-6984d3f9a81a
Silicon tetrafluoride;air;lower stratosphere + upper troposphere;kilogram;80c83d84-1aad-489a-9c7f-1d65b7f84f45
Iodine-129;water;ground-;kilo Becquerel;f51ec3db-deb0-4766-9b33-6991155b0251
Iron;water;ground-;kilogram;e3043a7f-5347-4c7b-89ee-93f11b2f6d9b
Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore, in ground;natural resource;in ground;kilogram;b569dc97-52fe-4e39-9627-183b1002c287
Transformation, from seabed, infrastructure;natural resource;land;square meter;bbcdd18c-4d16-4c28-b031-d988884030a7
Silver, Ag 9.7E-4%, in mixed ore, in ground;natural resource;in ground;kilogram;cfaa80f4-8e19-4fd6-942a-eaea14812896
Nitrogen;air;unspecified;kilogram;e5ea66ee-28e2-4e9b-9a25-4414551d821c
Monochloroethane;water;ground-;kilogram;a1af6718-19fc-4727-b640-cda0ac7481fc
Monochloroethane;water;surface water;kilogram;aca00a43-1ff9-489e-8fc6-00d2551eece8
Methane, chloro-fluoro-, HCFC-31;air;lower stratosphere + upper troposphere;kilogram;41f45128-cebe-4ece-aafa-7406a5c98775
Gold, Au 7.1E-4%, in ore, in ground;natural resource;in ground;kilogram;d28f9d42-5df5-41c3-be59-fdfa7ff57112
Carbon-14;water;ocean;kilo Becquerel;df5f3f08-b71d-4816-b861-59604c1e6f11
Polonium-210;air;urban air close to ground;kilo Becquerel;ab046420-da89-48e5-9e05-2a2b703eb2fe
Acenaphthene;water;surface water;kilogram;5c238e5f-97c8-4837-8d67-48899ddd43be
Dichlofluanid;soil;agricultural;kilogram;50415507-6e24-538f-9ee2-f1c4eb1e45a6
Sodium tetrahydridoborate;air;lower stratosphere + upper troposphere;kilogram;f1a587cf-0335-4410-b7d3-ea90497a07a6
Nitrate;air;lower stratosphere + upper troposphere;kilogram;0e9e6b81-0a68-4350-8368-566c083bd3e0
Diethylene glycol;water;unspecified;kilogram;ecc90a90-aec5-4ffc-88ba-e29a3e9884ac
Tralkoxydim;soil;agricultural;kilogram;ad83a9b9-77ce-4a23-852d-d606ec7f8ffb
Flumetsulam;soil;agricultural;kilogram;e401b1cf-f424-4837-a5f0-410514498b58
Nitrobenzene;water;surface water;kilogram;ac84dcb0-8ff0-4aa5-a9c4-f6c5129f6f86
Thorium-228;air;lower stratosphere + upper troposphere;kilo Becquerel;de0478a0-377a-46dc-89ac-0e1705bb9e7f
Cyanide;water;unspecified;kilogram;c4d10bd2-09da-4082-8cb3-022c92c53221
Actinides, radioactive, unspecified;air;unspecified;kilo Becquerel;d3805249-4c8b-48fb-8843-a7765b8d1322
Carbon disulfide;water;unspecified;kilogram;38574d8f-e0f9-4a7c-8edc-70193e608c57
Barium-140;air;urban air close to ground;kilo Becquerel;971a80fe-44e3-4b15-8d17-412c1e55acb6
Zoxamide;soil;agricultural;kilogram;03b40051-311b-5e37-aad1-ea811907cc90
Cobalt;water;ocean;kilogram;caf066cf-40ce-47a8-ba4c-969fcd6019c7
Ruthenium-106;water;ground-, long-term;kilo Becquerel;79fe27fb-c2b4-4c50-8475-a9b2fdb53588
Hydrocarbons, aliphatic, unsaturated;air;low population density, long-term;kilogram;9fd8c8e6-4159-4553-88f3-9c557626508e
Propane;air;lower stratosphere + upper troposphere;kilogram;aec794cd-e559-46f6-a2a0-7f4ef195144c
Transformation, to grassland, natural, for livestock grazing;natural resource;land;square meter;ce132b7d-ab1c-4df3-9656-8fe37ede77b1
Chlorosulfonic acid;water;ocean;kilogram;20a718fc-d376-4ca0-a7d5-a45026c936ab
2-Propanol;air;low population density, long-term;kilogram;326b94e8-aea0-4bd4-8a50-63bf283882a8
Rhodium, in ground;natural resource;in ground;kilogram;4803f22f-6950-489b-914d-fa953a8081f6
Methyl borate;air;low population density, long-term;kilogram;512a4c49-ad90-44b3-815b-59c4b9988f8a
Methane, difluoro-, HFC-32;air;lower stratosphere + upper troposphere;kilogram;20d0fc73-b9ce-4001-ac15-893b30ed10a3
Tefluthrin;water;ground-;kilogram;2a46d676-6d14-4541-8cbf-e29d9996c76d
Chromium;air;urban air close to ground;kilogram;7705f0e1-5b14-44f4-b330-1245b5c7fc08
Copper;air;non-urban air or from high stacks;kilogram;e336eee7-148a-4d1c-8027-780cbfafa12b
Phthalate, dioctyl-;water;unspecified;kilogram;d86d9085-975a-4212-9553-8bde88eb3c9f
Ethane, hexafluoro-, HFC-116;air;low population density, long-term;kilogram;b7e0bddf-7b8a-43f4-9319-6f4b3d9fa65a
Ethene;air;unspecified;kilogram;9c2a7dc9-8b1f-46ba-bc16-0d761a4f6016
Water, salt, sole;natural resource;in water;cubic meter;79238018-8ec1-4615-9469-2b0df95a43c3
Labour cost;economic;primary production factor;EUR2005;df1b2a34-1788-4555-b991-f8ff67c66998
Technetium-99;air;urban air close to ground;kilo Becquerel;953542ee-3bba-451b-b071-385e699f2f74
Carbon dioxide, from soil or biomass stock;air;lower stratosphere + upper troposphere;kilogram;6d89125e-e9b7-4d7e-a1fc-ada45dbd8815
Methyl amine;air;urban air close to ground;kilogram;7238734e-18ef-4759-914d-61e9ed11bd4e
Sodium dichromate;air;urban air close to ground;kilogram;7a63162b-4ffe-447f-ba52-782d5548b774
Imazapyr;soil;agricultural;kilogram;a72e7983-329f-4fb7-9b05-77efe97717e4
Antimony-125;water;ocean;kilo Becquerel;6a05e007-ce7e-4dd3-8cb7-54585031b8b5
Heptenophos;soil;agricultural;kilogram;12352b0c-c809-5bc8-a9b8-6ad6f9900636
Benzene, hexachloro-;air;urban air close to ground;kilogram;1af44724-172c-462b-b277-bb4b2fd32c33
Metolachlor;water;surface water;kilogram;05f078ed-c834-45e3-aea0-05609ca93b4c
Dicamba;soil;agricultural;kilogram;44b7826f-6f4c-44f3-81eb-ad3426073fae
Energy, gross calorific value, in biomass;natural resource;biotic;megajoule;01c12fca-ad8b-4902-8b48-2d5afe3d3a0f
Plutonium-241;air;low population density, long-term;kilo Becquerel;3681c873-199a-45ec-9521-81e430bed4df
Butyl acetate;water;ground-, long-term;kilogram;8a3e8643-00f3-4a90-8ed3-a9561debcf05
Fluometuron;soil;agricultural;kilogram;ff904733-0b42-4928-a984-b231b8ff1823
Cobalt-58;water;ground-;kilo Becquerel;c05a4d81-570d-4393-8dc7-f0fdf06094a0
Thorium-234;air;urban air close to ground;kilo Becquerel;f27bfe65-f053-4d7b-8af3-aed2548dc8c1
Paraffins;air;lower stratosphere + upper troposphere;kilogram;1ce92120-8acb-4e30-a97c-0b1ffd369b89
Bupirimate;soil;agricultural;kilogram;b1e47fb9-ec5a-58df-918a-83909d93e6e8
Glutaraldehyde;water;ground-, long-term;kilogram;b6edb30e-cdf4-48ab-95d5-4f52de17f68e
Nickel;air;unspecified;kilogram;a5506f4b-113f-4713-95c3-c819dde6e48b
Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;air;lower stratosphere + upper troposphere;kilogram;8c193650-c4ae-4e9a-b25b-eaa7b2b9ea2d
Zinc-65;air;low population density, long-term;kilo Becquerel;2cf249bc-1557-41e1-81e8-866d06e3413c
Ethene, chloro-;water;ocean;kilogram;e67ada08-e113-4e05-b0a4-029a72e199a0
1,4-Butanediol;water;ground-;kilogram;c5de5e4d-85cf-4102-9ff1-5248d8928ba1
Noble gases, radioactive, unspecified;air;low population density, long-term;kilo Becquerel;dd2727df-3508-4dc1-bc82-9654d92ed04c
Cesium-137;water;unspecified;kilo Becquerel;8bbe0b4c-5c9c-4959-a878-572f680e428d
Methane, dichlorofluoro-, HCFC-21;air;urban air close to ground;kilogram;3c8af80d-7ff8-43f4-b1a7-cef73b1b4682
Alachlor;air;non-urban air or from high stacks;kilogram;de9e0841-d02a-4af0-993a-39e32e69e7d3
Thallium;water;unspecified;kilogram;32fccda4-0d99-40ab-b65f-c7203080b62b
Dissolved solids;water;ground-, long-term;kilogram;bd254636-6538-4bcf-b0e5-62a2e8252b57
MCPB;air;non-urban air or from high stacks;kilogram;0e20b8fa-3f9a-41f2-b9aa-2b4e32c62264
Methyl amine;water;surface water;kilogram;b1945566-c8ad-4d48-9135-c39eedde1e63
Zirconium;air;non-urban air or from high stacks;kilogram;eebb4011-af1d-4a45-8bc5-a20b6c06fbf4
venting of argon, crude, liquid;social;unspecified;kilogram;73dbaeb8-6b92-490d-859c-88e8148c71c4
Ethylene oxide;water;ground-;kilogram;f466775b-d475-4f5d-8b5a-0248c6b94449
Uranium-234;air;lower stratosphere + upper troposphere;kilo Becquerel;521cd1c6-03bb-4608-8f6f-8bc289a11306
Yttrium-90;water;ground-;kilo Becquerel;8dc9b69a-4224-4588-be09-6dd1e52ba3f0
Chromium;air;lower stratosphere + upper troposphere;kilogram;2a5ed451-12a2-47db-b4dc-fa0bfbc01d79
Tolylfluanid;soil;agricultural;kilogram;9de9178b-6d1b-476d-af1f-a16a7b3031a9
Aldehydes, unspecified;air;unspecified;kilogram;06f0a67c-ec68-435d-8c32-0decd79a4a1a
Technetium-99m;water;ocean;kilo Becquerel;f6e3282a-7111-49ca-bdc4-854b4b884d92
Isopropylamine;air;unspecified;kilogram;3bdac115-edd6-463f-8ad7-84552b81393c
Potassium, in ground;natural resource;in ground;kilogram;e373f7b4-42e9-4cc7-a73c-f87bec88008b
Phthalate, dimethyl-;water;unspecified;kilogram;5e3a522a-d959-4aac-9ff0-c1c09f4e645e
Epichlorohydrin;air;urban air close to ground;kilogram;ebbb166e-83da-4a83-b8d2-678f871ffce7
Acrylic acid;air;urban air close to ground;kilogram;42f51ad5-6190-4641-b961-f411310554e9
Cadmium-109;water;surface water;kilo Becquerel;1c321b9e-b832-4107-ada7-ef31cd78ceac
Lithium;soil;unspecified;kilogram;6230c099-a983-4d9d-98a8-a0697962bec3
Flumetsulam;air;non-urban air or from high stacks;kilogram;421d36f5-2678-4c1b-ba10-6b43521f0859
Iron-59;air;non-urban air or from high stacks;kilo Becquerel;953f7c14-1ad1-47bd-b907-c4d359f2c599
Calcium hydroxide;air;unspecified;kilogram;5c2957fe-5790-4bbe-a7f1-06be8e6fb89a
Samarium, 0.3% in bastnasite, 0.03% in crude ore, in ground;natural resource;in ground;kilogram;f46130cc-dbd4-4a3b-a537-5efbcd89063f
Boron;air;unspecified;kilogram;b8fc2875-a1ce-4a7c-a73d-6ba5b26319d3
Hydrocarbons, aromatic;water;surface water;kilogram;c308f812-7e5a-483a-ac1f-1f5742a53784
Flumioxazin;soil;agricultural;kilogram;a1693936-2774-4f31-8e5b-c513a5870015
Amidosulfuron;soil;agricultural;kilogram;feb606a8-c259-4169-9652-6b38467739f7
Hydrocarbons, chlorinated;air;urban air close to ground;kilogram;626dd1d8-5355-40cb-8569-9c87c2c6ab18
Benzo(b)fluoranthene;air;unspecified;kilogram;35357464-0d86-4bbd-940f-7d0dd8e5df57
m-Xylene;air;urban air close to ground;kilogram;10571d92-ea97-4ac6-adb6-b25893a631cb
Transformation, to forest, unspecified;natural resource;land;square meter;bba9f623-5919-4ef3-b98d-c94af1553179
Uranium-234;water;ground-, long-term;kilo Becquerel;519cd5d5-19f5-4684-9b12-41a7a9f5645b
Wood, primary forest, standing;natural resource;biotic;cubic meter;28528881-7154-48d5-9cc3-5c13ddcdc47a
PAH, polycyclic aromatic hydrocarbons;water;surface water;kilogram;16167d62-361c-4ed9-bfeb-3ad4545e794c
Azadirachtin;soil;agricultural;kilogram;49cf6a32-97db-5cf4-b1d6-47ea6fd1e4c8
Dimethyl ether;air;urban air close to ground;kilogram;7c76ca96-5e7e-43be-aa71-a64627cdca23
1,4-Butanediol;water;ground-, long-term;kilogram;564dde7f-e713-4baf-84aa-7a11ffa7e2cd
Carbon-14;water;ground-;kilo Becquerel;6fae9979-43ec-4675-8714-671731b4e283
Phosphorus trichloride;air;lower stratosphere + upper troposphere;kilogram;c5344661-1f7c-46c1-ae59-2da67d710d63
Carbon monoxide, from soil or biomass stock;air;non-urban air or from high stacks;kilogram;68b9b577-90cf-49e4-88bb-a55d80f3ac5d
Terbufos;soil;agricultural;kilogram;15057e97-7b47-405e-8222-6ed5cf4e0087
Diflubenzuron;soil;agricultural;kilogram;b918120c-5dd9-4a28-86ee-9b05a42bdd01
Phthalate, dioctyl-;water;surface water;kilogram;c5a05d85-646d-4c61-860c-5558eb1990f4
Methane, trichlorofluoro-, CFC-11;air;lower stratosphere + upper troposphere;kilogram;6e61b542-5681-44f4-afcb-e30368bca420
Tin, 79% in cassiterite, 0.1% in crude ore, in ground;natural resource;in ground;kilogram;31b4eea9-640e-4056-ac2f-0555627af18a
Heat, waste;air;low population density, long-term;megajoule;c377b25d-c52c-4b0f-aa2a-8c51ff1dab31
Benzene, ethyl-;water;ground-;kilogram;1f455f6d-473e-4a50-af39-26dde8cd6479
Benzo(k)fluoranthene;water;unspecified;kilogram;785e9314-ccf6-4229-98c5-37881d624fc9
Ethane, pentafluoro-, HFC-125;air;unspecified;kilogram;281e1011-f121-4d5b-ad4d-22d562b2c2cd
Trichlorosilane;water;ground-, long-term;kilogram;8b03ef98-860a-4870-a598-199cd9679f67
Methyl acetate;air;non-urban air or from high stacks;kilogram;ba38866f-4480-48a7-9e22-92a16fc3e9c5
Hydrocarbons, aliphatic, alkanes, unspecified;water;ocean;kilogram;faf05b06-da29-4af5-aa37-cfa4b802a297
Silicon tetrafluoride;air;unspecified;kilogram;10555050-586c-46b7-848e-9d90324d104b
Hydrocarbons, aromatic;air;unspecified;kilogram;3cca7f02-58b0-4b49-9938-e0f8bea03064
Scandium;air;low population density, long-term;kilogram;3a3489d9-0d1f-4fb1-910a-1fdc7f1e4f71
Benzal chloride;air;lower stratosphere + upper troposphere;kilogram;525f6850-5f34-447c-9132-cde666d12b52
