Dimethenamide,air,non-urban air or from high stacks,kilogram,206b98e7-9df1-4aa1-896e-dc5aa93e9844
Technetium-99,air,non-urban air or from high stacks,kilo Becquerel,7ec1239e-bb13-4c0c-8a88-3badcdb1ff6d
Butane-1-thiol,water,surface water,kilogram,7da6ae5e-d828-57ba-8188-c8ace8e1074f
Copper(II) acetate,air,non-urban air or from high stacks,kilogram,c85fee71-2cfd-593e-a543-01d05b244e1f
Ethyl benzene,air,urban air close to ground,kilogram,7c09916a-b6b5-47f5-bdf6-30d2511beb82
Technetium-99,water,unspecified,kilo Becquerel,90bc11c3-61c6-47b4-8310-b4d2e50d03ba
S-Metolachlor,air,unspecified,kilogram,02d61089-c043-569a-a97d-981c5bbe7e7e
Pentafluoroethane,air,non-urban air or from high stacks,kilogram,84386543-b148-465b-9265-ad638c12e263
"Oils, non-fossil",soil,agricultural,kilogram,79459b74-727a-465f-b0cb-aae38d1d39cc
m-Toluidine,water,unspecified,kilogram,d235002e-f92e-527d-af8f-650e8d523dc4
Isobutanol,water,unspecified,kilogram,446e7a93-6ac4-4bdf-b97d-03f683c7488c
Triflusulfuron-methyl,water,surface water,kilogram,ff814cb5-3ea2-5101-8fdc-5e023ba60580
Heptachlor,water,surface water,kilogram,05e9aa28-3266-5eec-bbdc-136a3efa67a7
Dinex,water,unspecified,kilogram,883f796b-fcf3-5e5f-a028-6a8215e2c743
Ethyl benzene,water,"ground-, long-term",kilogram,4c94ff32-5e02-45c1-8bb0-bfd82bfa078f
Selenium IV,water,ground-,kilogram,1be475e0-ccef-4145-98e0-0d47c570a71b
Alpha-cypermethrin,soil,agricultural,kilogram,ce2ceed1-2503-4566-8175-f4456dbac42b
"Aerosols, radioactive, unspecified",air,urban air close to ground,kilo Becquerel,2e18b480-7449-4800-85bd-c8ad0e649c03
Bromomethane,soil,unspecified,kilogram,9eff26a3-61bd-5bcb-98a1-3db42539dea2
Cyprazine,water,surface water,kilogram,8fcbf989-3a0f-5c07-8ca7-b7bd9fba9910
Formetanate,water,surface water,kilogram,9f1b1359-02a2-5f0e-a34b-81bcb26ce31c
Metoxuron,water,surface water,kilogram,7cf37460-355a-5873-884f-642d6856eab9
Fluridone,soil,unspecified,kilogram,e2b7dc97-3b25-501f-8177-686f050f0212
Ruthenium-106,water,ground-,kilo Becquerel,47367f49-cc19-46a1-9b51-c7ceed075bff
Bromoxynil octanoate,air,non-urban air or from high stacks,kilogram,f161a087-a1fd-51ac-8773-b4e7f0fcf5b4
Rhenium,natural resource,in ground,kilogram,a2e6fb74-b047-5697-b5dd-e28cc68f29e6
Metosulam,water,surface water,kilogram,52e6d65d-1b81-5896-a095-7eef935860f7
Trichlorofluoromethane,air,non-urban air or from high stacks,kilogram,a916ca1b-4ece-4630-a563-ae3253efc04f
2-Phenylphenol,soil,forestry,kilogram,a2e46fa3-3998-5fe7-8222-185c1f933bea
Cumene,water,surface water,kilogram,5cf55e96-d9dc-4b84-9c7e-a4b8ade70bf4
Flumioxazin,water,ground-,kilogram,a22eb638-a8e7-50fc-a2a6-c13da880621c
Ethane,air,unspecified,kilogram,8e30c990-5ed4-4f94-9d0e-2f5e4ff1a1f9
Urea sulfate,air,unspecified,kilogram,d03db4ac-73ea-5e94-b3a5-69165a735818
Terbacil,soil,agricultural,kilogram,a110815e-69d2-43bd-8bf8-4e842e5895e3
Caesium I,water,ocean,kilogram,e189eb4e-0f6a-4054-aaf8-47df28c87ec4
"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",soil,forestry,kilogram,6b479ea3-eb47-4860-8778-b0ed9bc672fa
Tebuconazole,air,unspecified,kilogram,a8b58fd3-708a-5da0-affc-a6fecd7e8c11
Iodine-133,air,"low population density, long-term",kilo Becquerel,6d7ac032-ed65-49b2-b621-d3922038cf27
Methyl acrylate,water,unspecified,kilogram,85fa4541-289d-4e24-9664-09efa68fe470
Ipconazole,soil,forestry,kilogram,b5405c9f-78d5-5d41-8a58-865190b693a2
Trichloroethylene,water,unspecified,kilogram,3801ac00-aef4-4224-8d04-9d6734794719
Primisulfuron-methyl,air,non-urban air or from high stacks,kilogram,cd69729f-c8b9-5380-a6a8-fe0bdea01589
Ethyl propionate,water,unspecified,kilogram,74318860-e350-4e6f-af9c-7a83f60d769f
Hydrogen peroxide,air,"low population density, long-term",kilogram,b39670dc-16e3-485e-b477-c54c996d7516
Chlorfenson,water,unspecified,kilogram,77e2120e-e008-57a5-9966-13f6b9ac35f9
Octhilinone,air,unspecified,kilogram,66dcc4a2-f0b7-5fb5-a84d-108ac3b9e95c
Oxine-copper,water,surface water,kilogram,6424c988-b92b-53a6-91f4-7cf9581a7e76
Krypton-89,air,urban air close to ground,kilo Becquerel,db90e15b-d9d2-40ac-8b48-a409fe37f494
Triflumizole,soil,forestry,kilogram,63bddf36-9291-5d07-b92e-f8b26297d3a0
1-naphthylacetic acid,water,surface water,kilogram,530b95dc-4324-5860-a32e-7b071a1bfbfa
Iodosulfuron-methyl-sodium,air,unspecified,kilogram,05b60ef5-d197-565e-9fac-ada055ffbac7
Butonate,water,surface water,kilogram,7bf8f16d-a14d-5f35-8878-2b6d2bd428a2
Dimethylvinphos,water,surface water,kilogram,7f5d6f76-e4e3-5fa1-a70c-945256e88665
Mecoprop,water,unspecified,kilogram,5cd561f1-559f-5492-91d6-0276d65b5afb
Myclobutanil,water,unspecified,kilogram,2555c5ef-8c59-5285-a02a-6faad3640469
"Oils, unspecified",soil,agricultural,kilogram,85403ceb-612c-494a-bcab-901946278f58
Iodine-129,water,unspecified,kilo Becquerel,777160e1-99a9-4a03-b189-8c1af57ee560
"Transformation, to urban/industrial fallow (non-use)",natural resource,land,square meter,f157b88d-f288-473c-8b03-0f97b58235ff
"Transformation, to dump site, residual material landfill",natural resource,land,square meter,8f5c8cb3-dccd-45da-9f1f-d1c61cd789c3
Phoxim,soil,forestry,kilogram,9d9e6263-7d2c-58b0-b203-ed94473b44bf
"Carbon dioxide, fossil",air,lower stratosphere + upper troposphere,kilogram,16eeda8a-1ea2-408e-ab37-2648495058dd
"1,2-Dibromoethane",air,non-urban air or from high stacks,kilogram,ea1a158e-2022-5518-b985-d83f296f56d5
2-Propen-1-ol,soil,unspecified,kilogram,91015dad-db91-5b4b-86cb-fffc847ce542
Cumyluron,water,unspecified,kilogram,4e337e18-631a-5d69-80fc-b3d87a42cf17
"Pyrethrum, natural",soil,unspecified,kilogram,e0189115-62cc-5371-9a85-49fa44990d81
Imazapic,water,unspecified,kilogram,65ea28b1-fe3e-5f0d-98fd-18c206002bff
Tetradifon,air,non-urban air or from high stacks,kilogram,fe0c424b-828a-59c4-a333-a2217ed50ff4
Tricyclazole,soil,agricultural,kilogram,535889d7-9aac-57b9-a450-795874da237f
Methyl isobutyl ketone,air,"low population density, long-term",kilogram,497e2e7c-0e1a-4b9f-a94e-d63d5e49dcf8
Dichloroethylene,air,unspecified,kilogram,56cb6c48-aa39-5a17-b555-ac1afc73a4db
Dodine,soil,unspecified,kilogram,6d3612ab-87a4-5f73-8516-cb596e93f0dd
Cyhalofop-butyl,air,non-urban air or from high stacks,kilogram,490e13b4-fd67-53dc-8e1f-341f5cbd56b4
Cartap,soil,unspecified,kilogram,a898e762-b32e-5949-a387-279348ce3065
Beflubutamid,water,unspecified,kilogram,01cc4a83-9f3f-52e4-9404-bc1251a9335e
Ioxynil sodium,soil,unspecified,kilogram,44c6cdb5-47ea-5ed7-bb04-cb9bb26aacbc
Triphenyltin,water,ocean,kilogram,ad5a58d5-6ccd-4693-96f4-e56554a81269
Dienochlor,water,surface water,kilogram,3a0ef7cc-d4ff-5e45-9242-8c727629ff13
Isobenzan,soil,unspecified,kilogram,7265fba5-a726-51e4-a0fb-6402aa7eb276
Thiofanox,air,non-urban air or from high stacks,kilogram,80d46fdc-fd39-5147-b639-dc1a1e69996c
Fluazifop-P-butyl,water,surface water,kilogram,7a8473f6-23b6-5725-9a3d-3c27bb3f2be2
Diclofop-methyl,soil,unspecified,kilogram,6b16dc7c-48b8-5d53-888b-d669d482d003
Ametryn,air,non-urban air or from high stacks,kilogram,a78fac79-6d38-5f14-9dc7-e5d0b4696a24
Cacodylic acid,water,unspecified,kilogram,b6357ca5-e083-5792-bf5e-fd6f7730005e
Nitrogen oxides,air,unspecified,kilogram,c1b91234-6f24-417b-8309-46111d09c457
Butane-1-thiol,water,unspecified,kilogram,3db055fb-59ef-550e-94fd-679d99ea7320
Iodine,air,non-urban air or from high stacks,kilogram,1471acca-34ab-4e04-9bd6-e3825b20580f
Carbendazim,air,non-urban air or from high stacks,kilogram,15742e1a-1434-5cce-8912-72bac6e7b60a
Cloransulam-methyl,soil,unspecified,kilogram,0342c08e-cb1a-524e-b36d-26819792af7d
Trichloronat,air,non-urban air or from high stacks,kilogram,8aeb821f-2449-5e4d-bb74-d7f33e0941b5
Hydrogen sulfide,water,"ground-, long-term",kilogram,554be2fb-9bb9-46c6-a4df-46df0d53cb65
Sodium chloride,soil,forestry,kilogram,91dfd3c8-5d7f-5bb6-bcf9-c1fe55f02da9
Methylarsonic acid,air,unspecified,kilogram,9ccfc3ac-cc8c-56b3-9680-e5c7f62baeb1
Ethylene dichloride,air,unspecified,kilogram,03758df7-503a-400e-bc7b-ec05825761a5
Topramezone,air,unspecified,kilogram,bd2225a8-8b9f-58bd-810a-5de853d42e6e
Glufosinate,air,unspecified,kilogram,eb6c55f2-a070-5e4b-a985-5e4b69013561
Cobalt II,soil,unspecified,kilogram,12051b95-831a-49c0-9a70-fbc0e8fb9af9
Chlorosulfonic acid,water,ocean,kilogram,20a718fc-d376-4ca0-a7d5-a45026c936ab
Terbumeton,air,non-urban air or from high stacks,kilogram,7dbd1187-00fc-53a1-a85e-997079761eb1
Beryllium II,soil,industrial,kilogram,b0758e8e-691c-4c96-8a90-4784c47cd962
Fensulfothion,air,unspecified,kilogram,dcb933ae-5189-5258-b412-24b935872fec
Tepp,soil,forestry,kilogram,10b6263e-a2f6-5ad9-8e1f-fcd1b9e5ac63
Propanil,soil,agricultural,kilogram,a9224ed8-bdfd-4e66-9e97-df752e2485ef
Triclopyr,soil,forestry,kilogram,16d7c089-f15e-5e37-bae5-66acafa411f5
"Carbon monoxide, from soil or biomass stock",air,non-urban air or from high stacks,kilogram,68b9b577-90cf-49e4-88bb-a55d80f3ac5d
Chlorfenprop-methyl,soil,unspecified,kilogram,97b9f5fa-f2d1-53c5-bbb9-b9826181da29
Cyanophos,soil,forestry,kilogram,297c2254-3746-563d-a0e7-c5e83c03fcb4
Beryllium,natural resource,in ground,kilogram,68f7bc03-0665-55a1-bd99-96530eab30e2
Cyphenothrin,water,unspecified,kilogram,c9a88dd8-fe33-5d30-b282-d7daf5823ae6
Methylarsonic acid,air,non-urban air or from high stacks,kilogram,fc2846f4-a78b-594c-be10-0e99a972b9fd
Butocarboxim,water,surface water,kilogram,090af854-56a5-5f23-995f-3c664a0e950e
Flamprop-m-isopropyl,soil,agricultural,kilogram,41930714-5688-57fe-96ca-540c2239d831
Phoxim,soil,unspecified,kilogram,e829708f-c200-594d-9c80-d099d7c97c96
2-Imidazolidinone,water,surface water,kilogram,034aa0ef-7b67-5c64-834b-9f60d59928f5
Nitrogen,air,unspecified,kilogram,e5ea66ee-28e2-4e9b-9a25-4414551d821c
Metrafenone,air,non-urban air or from high stacks,kilogram,db77c1fe-a7e4-59e8-8d37-1ee22e58ded1
Palladium II,air,unspecified,kilogram,51377cff-3c04-5717-8961-6819901a3e90
Bifenthrin,water,surface water,kilogram,e5175870-93a8-5b9a-bd07-10e5cee5d424
Oxathiapiprolin,soil,forestry,kilogram,74e3d91e-4a46-595c-bff1-3dc6d715a606
Boscalid,water,surface water,kilogram,3489da10-575c-58a5-a1ab-516e4ab45d18
Metsulfuron,water,surface water,kilogram,ab15c29b-ef13-5402-b8e6-52668d259e87
Fluenetil,water,surface water,kilogram,9d42b880-1a00-5d17-a1c3-24c0fe603e31
Cumene,air,non-urban air or from high stacks,kilogram,1a796dc4-5dcb-40da-a609-3a5a40655fad
2-Phenylphenol,water,surface water,kilogram,4641ccb5-8841-56d8-8457-82d39c306810
Diallate,air,unspecified,kilogram,b711a9f7-2b5d-5f7b-9e19-35b9f93be79f
Methyl vinyl ketone,water,unspecified,kilogram,9e03e6e4-6f1e-420a-889b-a82c289e59a7
Calcium II,water,unspecified,kilogram,08151735-9d1b-4b1c-a8b1-f341ade54f2f
Granite,air,non-urban air or from high stacks,kilogram,19422c99-fa9f-5027-9bef-2cb054277f2d
Phosfolan,soil,forestry,kilogram,5e1aef83-66df-5831-9d7a-be4a786896dc
Profenofos,water,surface water,kilogram,d6d54028-c318-5c31-a525-6328bc281035
Benzene,water,surface water,kilogram,a1891db2-db98-45fc-ae0e-b3d3c17850c5
Antimony,natural resource,in ground,kilogram,47262180-8308-5d4c-9332-c77617e032ef
Bromochlorodifluoromethane,air,non-urban air or from high stacks,kilogram,494eb62d-3e16-4a81-b344-6d6dfd9fd4e2
Decanoic acid,water,unspecified,kilogram,185d4f1e-6d28-551b-8951-672805c4d8e5
Chlozolinate,soil,agricultural,kilogram,262ae9a3-596c-50cc-8cb4-29663f758d7f
Chloroneb,soil,agricultural,kilogram,d1d41618-6193-5f25-a7fa-43a3cdf386fe
Thiacloprid,soil,forestry,kilogram,1caedc74-22ee-52ac-9135-c0a342dc122a
Fosthiazate,air,non-urban air or from high stacks,kilogram,f11aabcd-2272-514c-98f9-9a31cd1082e8
Butyl benzyl phthalate,water,ground-,kilogram,37fdd960-4e85-47a1-9f27-098c412fc956
Fenvalerate,soil,forestry,kilogram,d621acc5-9724-5347-ae28-8a254b0dc393
Fludioxonil,soil,unspecified,kilogram,320c356c-d3a4-53eb-bce7-83d70dd3f397
Fentin chloride,air,unspecified,kilogram,54156c25-187c-5616-9e27-d69ba5f61390
Acibenzolar-S-methyl,soil,unspecified,kilogram,4c609e63-c24d-5cb3-aea2-29006510927b
Flucarbazone sodium salt,air,unspecified,kilogram,09027cdc-874c-5a0e-89cb-9f230cde7109
Mercury II,water,ocean,kilogram,fd61d155-3b34-46d5-8769-efb3e806f545
Methoprotryne,air,unspecified,kilogram,985ad63f-9a58-5ecf-bceb-398ad2905c55
Phenthoate,air,unspecified,kilogram,f3bd91fd-00a4-5032-9fc5-71373fc9d414
Flufenoxuron,water,surface water,kilogram,53546b0b-2a93-5d34-bef9-61d66f36eff4
Etrimfos,water,surface water,kilogram,c7149490-d87c-5863-85fd-6449cde4ea55
Curium alpha,air,urban air close to ground,kilo Becquerel,26328cc0-eaef-49b4-9c42-2396313bbb5e
Chlorphoxim,soil,forestry,kilogram,2d56e75a-4241-5baa-afd8-de4a50664d0d
Phosphamidon,soil,forestry,kilogram,11062f43-0628-59de-b271-16f7b85b8bd2
"Occupation, arable land, unspecified use",natural resource,land,square meter-year,8c173ca1-5f74-4a6e-89e5-dd18e0f18d1a
Malathion,air,non-urban air or from high stacks,kilogram,aadb97e9-d61d-5de3-89c6-95008ca06393
Mepronil,air,unspecified,kilogram,707cf90c-3472-5924-a9ef-d024e6de9679
Isopyrazam,water,surface water,kilogram,93560dfa-0ef5-5488-bb65-61414a43d000
"Pyrethrum, natural",soil,forestry,kilogram,fe50bc4f-24f9-5271-b438-0e1d4cfa6e36
Sodium chloroacetate,air,unspecified,kilogram,0ae248d6-1903-5841-81ed-956d877c7c84
"2,4,6-Trichlorophenol",soil,forestry,kilogram,a1436f30-a1b7-5e80-923a-4bbe43b20999
Isofetamid,air,non-urban air or from high stacks,kilogram,e271ee4f-8683-59e5-b178-6ef84cef4c44
Diisobutyl ketone,water,surface water,kilogram,e9514abc-d441-49cb-84f6-0815ffa693fc
"Transformation, from heterogeneous, agricultural",natural resource,land,square meter,2e002771-9f22-43e3-9990-f06f8235700b
Benzene,water,"ground-, long-term",kilogram,b2d24aee-5630-424a-be81-5b17b8db395a
Carbon-14,air,"low population density, long-term",kilo Becquerel,284a896f-2aca-496e-9ab2-845525fbbc53
Anilazine,air,unspecified,kilogram,af667f65-3118-58f1-9b1e-9c009ded0de0
Propylene,water,unspecified,kilogram,94eb8352-8af0-4929-b883-864b27fcfc96
"TOC, Total Organic Carbon",water,ocean,kilogram,d1c0567e-ff1a-4cb7-a4f0-de28b2d99b63
1-Pentanol,air,non-urban air or from high stacks,kilogram,cc9a442f-c96a-4bdc-990d-8b58f72b4e07
Cyhalofop-butyl,water,unspecified,kilogram,78f14ce7-737a-55ca-af1d-a7c24ddfd33a
Formetanate,soil,agricultural,kilogram,389a8e71-60fc-5faa-be6d-61bc7dfcf15e
Chloral hydrate,air,non-urban air or from high stacks,kilogram,e8e61d72-37f9-57ae-a5ec-aef5fee29661
Copper oxychloride,water,surface water,kilogram,707ed70e-55ad-5787-af1e-94cd9a438954
Potassium chloride,air,non-urban air or from high stacks,kilogram,989fb36e-b530-46b4-88c2-a28d9f1efa7b
"Carboxylic acids, unspecified",water,ocean,kilogram,5bf42116-d991-4688-bf12-e3a6d9330b68
Tolclofos-methyl,soil,forestry,kilogram,3046623e-8cb9-5ee8-b7a2-7650977d382c
Cycloheximide,soil,unspecified,kilogram,4ccf3ab5-b0c8-5c15-bdb1-a209ed529e8c
Hydroxide,water,ocean,kilogram,8f6f8a9b-a240-4f27-82e8-99340be4918f
Lutetium,natural resource,in ground,kilogram,d9a2f8e5-f04a-5ffa-8c75-8133ac7f525c
Profenofos,soil,unspecified,kilogram,1b66e722-97ea-562a-8352-3fbcea1b05e9
Oxadixyl,soil,forestry,kilogram,2676c990-4fd8-50a2-aaef-82f02293dd9a
Sulfometuron methyl,water,unspecified,kilogram,546d2743-2eda-58fc-bf4c-5975242c9669
Haloxyfop-P-methyl,water,surface water,kilogram,8065d422-8370-56f2-aec2-390c56ef137f
Hydrochloric acid,air,"low population density, long-term",kilogram,97178ead-47ba-406f-bd68-27d5fc6aa6f8
Butene,water,ground-,kilogram,8b36dc51-b9d4-4141-96d9-9183f6198a20
Lithium I,air,urban air close to ground,kilogram,85466e0f-e5b5-4084-9338-59e317f7cb09
Dissolved solids,water,ground-,kilogram,54c743a4-5438-4f3c-8e84-89b3e6ec0cc0
Fluopyram,soil,forestry,kilogram,6fe7d350-5942-53c5-b8f1-16ce63c68485
Tolylfluanid,soil,forestry,kilogram,2929e83a-5248-5150-a99b-3dff44cc9e9e
Bispyribac-sodium,air,unspecified,kilogram,3cd52110-ef9a-5792-9e78-ec8fd861844d
MCPA-thioethyl,soil,unspecified,kilogram,1bdbd331-27d9-5ab9-8e41-feec854fee0c
Beta-cypermethrin,water,unspecified,kilogram,6923130e-7ae7-5ba1-9bca-a24b3fc849e9
Dichlofluanid,water,unspecified,kilogram,4ba1a952-0bbd-5e45-aa21-36bec34d76bc
Alachlor,soil,agricultural,kilogram,f809b5e9-ed1b-4117-8bc7-9acf883ec7f5
S-Bioallethrin,air,non-urban air or from high stacks,kilogram,d17ef833-58c6-5d27-8c5e-13d79be26950
Dimethipin,soil,forestry,kilogram,143d6105-f9aa-57b1-a458-73e60b543631
Zinc II,water,"ground-, long-term",kilogram,bdce3a7c-e008-4391-be26-285f71a02453
Fenobucarb,air,non-urban air or from high stacks,kilogram,1aae33ae-424f-5981-8239-6ce1f1413fdf
Sulfosulfuron,soil,agricultural,kilogram,6a9afa4e-3b29-4695-b742-56c893060dd3
Aspon,soil,forestry,kilogram,0b312636-0d5a-559b-ba19-3c43cc9d4874
Diethylene glycol,water,surface water,kilogram,992bd199-894d-4be6-9837-d85e8e5b3f45
Strontium II,air,"low population density, long-term",kilogram,ae2c3adf-7f7d-4973-a8e8-3fe1300f8183
Propylene oxide,air,"low population density, long-term",kilogram,6c34456e-59ca-465a-90a5-4583dba1a5e7
"Nitrogen, organic bound",water,"ground-, long-term",kilogram,15cfc784-a719-4230-ad2e-f4104d56c427
Fluoride,soil,forestry,kilogram,57860159-5626-4f15-89b5-13b357797d71
Beta-lindane,soil,unspecified,kilogram,7a579806-84d9-5de7-b81a-28fcf202e2d0
Metapa,soil,unspecified,kilogram,ff78615e-7a40-56c5-b9d0-cec8299dde93
Cloquintocet-mexyl,soil,unspecified,kilogram,1f266e8c-7641-517f-b609-58deffbaf021
Manganese carbonate,water,unspecified,kilogram,97a764fc-86bd-49b5-8b19-78edface8075
Tritosulfuron,soil,unspecified,kilogram,f9817555-89f2-50e8-9d62-a4d034c13757
Tetrafluoromethane,air,non-urban air or from high stacks,kilogram,b353e7d2-5b94-4b6e-a3e5-de0a10bef851
S-Metolachlor,soil,agricultural,kilogram,317c9f65-0142-5fa0-99da-98a5c7d639dd
Sulfur dioxide,air,"low population density, long-term",kilogram,6ce44f77-d181-4396-8fa2-2276eeeb4c08
Platinum,air,urban air close to ground,kilogram,e4ad89a2-c1d3-4d0b-ad44-2a7ff00b1f39
Molybdenum VI,soil,forestry,kilogram,1f3c2297-d652-468d-82e8-4fd59bf5b5b8
Methidathion,water,unspecified,kilogram,f2fa6b3d-d0e6-5fe0-bcb2-4843f92a7340
Fentin acetate,air,unspecified,kilogram,e0528453-f8c0-59ea-9ae3-de7f8aa52d3c
Triazoxide,air,unspecified,kilogram,f18b1aeb-114b-5547-af73-1b12d7ad23b7
Isopropanol,air,unspecified,kilogram,479edec6-763c-49fc-83f8-49780f08cf29
Xenon-133m,air,urban air close to ground,kilo Becquerel,28b7568a-4238-47ff-8b95-2b97ba55c6f3
Mefenpyr-diethyl,soil,agricultural,kilogram,f97ee737-45ca-4a19-bbf4-30746bfa6fb4
MSMA,water,unspecified,kilogram,ec71220b-9786-59d3-a510-ee851415c79a
Diquat dibromide,air,non-urban air or from high stacks,kilogram,496f5423-c2fa-5a19-9f2c-6b0a4f010dd4
"EDTA, Ethylenediaminetetraacetic Acid",water,unspecified,kilogram,fdcb34c7-28e4-4830-94ad-33f7885f9ce3
Valifenalate,soil,unspecified,kilogram,c0285c1d-ead5-54ef-a333-83210e68f86e
Mandipropamid,soil,forestry,kilogram,a89db413-841d-54db-84be-33d92167c4d3
Dimethenamid-P,soil,unspecified,kilogram,1dc6d6b1-6ce7-5189-9685-2d6af6bc2750
Daminozide,soil,forestry,kilogram,6175c6ef-0e9c-5307-859c-656d65cb6c5b
Propanol,water,unspecified,kilogram,4d567c70-f938-4a8f-b2ad-10c0b8f1366c
Fipronil,soil,agricultural,kilogram,b7cd268b-1b52-45f1-91fe-cd51bf59d21d
Linuron,soil,forestry,kilogram,bbbabf07-ab48-565c-a1d8-88aa6c970eea
Chlormequat chloride,soil,agricultural,kilogram,b81c5c51-5ec9-4b6b-b8c0-6b4d385b1439
Benzoylprop-ethyl,soil,forestry,kilogram,c9fc157a-ac5d-5614-a8a2-0060c81baeb3
Aluminium,natural resource,in ground,kilogram,a45cd247-3532-4e27-bddc-b519fdb5e08f
Hydrogen sulfide,water,ocean,kilogram,2cfea267-9965-411e-9381-4d32835b4ffe
"2,4-D dimethylamine salt",water,ground-,kilogram,e36c124e-64b2-450d-b55d-f2cabf73eeff
Manganese II,soil,industrial,kilogram,9c706cff-cb82-4207-a589-95896e04dc08
Chlorethoxyfos,water,surface water,kilogram,b52cb78f-2214-55fa-8f83-dd707c7259c6
"Chlorinated solvents, unspecified",water,ground-,kilogram,e12889f1-01f0-4e2f-8ec7-247350cfff75
Chlorobenzilate,water,surface water,kilogram,71e8c053-3bf7-5f40-8440-af1daf35558c
Sulfentrazone,water,surface water,kilogram,5146ea0e-0d4f-521f-b5fb-88f022a23838
Diniconazole-m,soil,forestry,kilogram,8905439b-19fe-541a-976c-c788f75ff6cf
"Fungicides, unspecified",air,unspecified,kilogram,664492ed-5122-52da-a4d1-e3ec9200c6bb
Saflufenacil,air,non-urban air or from high stacks,kilogram,50693b95-cae0-419d-a8c1-b5312dc93efb
Gold,water,ground-,kilogram,811220d4-55e0-441f-8185-59e51207a79d
Esfenvalerate,water,unspecified,kilogram,254615f8-1d04-5265-9c49-4a03f187d360
Dibutyl phthalate,air,non-urban air or from high stacks,kilogram,2bcc6d3c-4d2c-57b2-8d83-cda3fc47a03d
Phosphine,water,unspecified,kilogram,eb8b2c6c-d8f6-50ed-b1de-35328da94a55
Dithiopyr,air,unspecified,kilogram,6aa230c6-9d49-5c54-92da-8a045d5d89c7
Hydroxide,water,surface water,kilogram,0ec59d21-92c1-492e-8e1e-f0f33f94f1b5
N-Bromoacetamide,air,"low population density, long-term",kilogram,040b40e8-bc9f-4219-ba9f-b648cb4c7a98
Kresoxim-methyl,soil,unspecified,kilogram,4589c3d9-c5df-5832-bcd1-62da53813111
"Transformation, from permanent crop, irrigated, intensive",natural resource,land,square meter,d585d599-05f1-47ff-8c41-790f51830b9b
Phosalone,air,non-urban air or from high stacks,kilogram,2a231ff9-cb74-58f8-b4de-54757709acc4
Ethion,soil,agricultural,kilogram,eb152483-3274-539a-8f5c-19549c673824
Quizalofop-ethyl,air,unspecified,kilogram,b8d24a21-efd1-54fc-a667-00e2544522a0
Sedaxane,air,"low population density, long-term",kilogram,a7bfb6e5-1fc3-59d0-a327-e815c452bb14
Trans-chlordane,air,non-urban air or from high stacks,kilogram,67407730-61bf-5b24-b630-30abcfeeffa8
Tembotrione,air,unspecified,kilogram,ec12c3af-4e37-5e16-b083-fa5e72ff941d
Carbonate,water,"ground-, long-term",kilogram,f4268d83-c423-4369-b9f1-34736ca4e983
Styrene,air,"low population density, long-term",kilogram,f7bdeabf-a11d-4ddb-ad19-501485f39f07
t-Butyl methyl ether,water,unspecified,kilogram,3d59d864-b6c3-4315-ab21-2c2ba2119ad1
Diisobutyl ketone,water,ocean,kilogram,15c4b0d9-9004-4444-98f7-a0275a793673
Asulam,soil,unspecified,kilogram,41c88673-c109-59bd-a6f3-6cc145a22c4a
Xenon-135m,air,urban air close to ground,kilo Becquerel,5aa8cb32-2784-46a4-8383-9cf89ce6bac1
