2-Nitrobenzoic acid,air,urban air close to ground,kilogram,90d374f1-b739-45b2-a734-d6bdd8c8dc9c
Carbon-14,water,ocean,kilo Becquerel,df5f3f08-b71d-4816-b861-59604c1e6f11
Schradan,soil,unspecified,kilogram,92f83974-a9d6-5d43-98ec-366123ef692f
Hexamethylene diisocyanate,water,unspecified,kilogram,81be176b-9cb5-4d98-8d12-533246c4ade8
Chlorobenzilate,water,surface water,kilogram,71e8c053-3bf7-5f40-8440-af1daf35558c
Caesium-134,air,"low population density, long-term",kilo Becquerel,8f2b8012-eda6-4f3f-9ae2-8ad10b5866f7
Cyflumetofen,water,surface water,kilogram,8c315cc6-40cd-577e-a312-592d40e4b06b
Malathion,water,surface water,kilogram,5c8a56e1-3c58-5e3e-a1e0-fe9fc60617f1
Methoxyfenozide,water,unspecified,kilogram,d545a52e-d1b0-550d-9cfc-c55757629357
Dioxathion,soil,unspecified,kilogram,5be61fba-f6e3-5fad-86cc-efeca656f073
Metoxuron,water,unspecified,kilogram,2bf7fa9a-bedb-5d51-aedc-2b00976f0f74
Imazapic,air,non-urban air or from high stacks,kilogram,906394d7-07b7-5010-9efb-05b3d48ecead
Metalaxyl-M,water,unspecified,kilogram,6fa7d3e3-5c34-5c42-ba00-8b6dd3b783c3
Methyl acetate,water,surface water,kilogram,98b0b2a5-8c73-4cf0-be04-a6a4e8889bb1
Copper(II) chloride,water,surface water,kilogram,653a26f3-a042-5437-a7a7-1e2bb1b6962e
Heptane,air,non-urban air or from high stacks,kilogram,025fcb20-0591-4bae-80fc-7c34e9af2e7b
Fluoride,water,ground-,kilogram,b84e31d0-cf7b-4c3f-bc8a-3cc93bdb30d9
"Transformation, from forest, extensive",natural resource,land,square meter,e71f95a5-fd82-4128-9fd1-be3f0e85d0fc
Sodium tetrahydridoborate,air,non-urban air or from high stacks,kilogram,71725af2-93f4-4746-a117-7108be9b4d27
Bromomethane,air,"low population density, long-term",kilogram,09e231fa-b1c2-4d63-9c57-7ea0e2210858
Radium-224,water,surface water,kilo Becquerel,8812d57e-ae84-497e-a778-e5c318120205
Fluazifop-P,soil,unspecified,kilogram,0f4b36c2-279c-5d04-97b3-f09aea767f5a
Ametoctradin,soil,forestry,kilogram,91e5ccbf-d8c5-5538-92db-17175e0619cc
Diniconazole-m,soil,unspecified,kilogram,fc0c9005-1dfd-533e-b519-5d48e325fd68
Beta-endosulfan,air,non-urban air or from high stacks,kilogram,3d241cae-7ad8-5d5f-9aec-b98cc8e1bc35
Methamidophos,soil,agricultural,kilogram,1992f951-d2c6-428d-9ff9-dac673f2b532
Molybdenum VI,soil,industrial,kilogram,c126f8a0-6bc4-42e6-9220-d6ccfef3f2ed
Sodium chloride,air,non-urban air or from high stacks,kilogram,e30af99d-218b-5b41-9c7f-521d41818ea1
Mesosulfuron-methyl (prop),water,unspecified,kilogram,c0af9e7e-57e9-5da5-bbc5-24a5775e7444
Demeton,soil,forestry,kilogram,b726719c-189e-5998-bd70-899bf20a327f
Methanol,air,urban air close to ground,kilogram,f873299d-0675-4fdc-ad01-c5a4b951b583
Pretilachlor,air,unspecified,kilogram,4d344317-20ea-571d-970e-c14c4fdf91ac
Phthalic anhydride,water,unspecified,kilogram,f167e006-b082-4eb5-94e4-52a068a4a91c
Isoxaben,soil,unspecified,kilogram,e56eb8a6-0110-5793-9138-62ef639fbec8
Fenaminosulf,water,unspecified,kilogram,d5e03161-7d1e-5a35-840d-4f13840d0696
Dioxacarb,soil,agricultural,kilogram,52a70c7b-8cfb-583a-8ea9-2dc2fbf5c9ad
Dichlorprop,soil,forestry,kilogram,52b3b91e-48b2-56ba-89a7-99bf429bc4ba
Dalapon-sodium,soil,forestry,kilogram,0c2e8bf0-1a9a-5618-b4c1-af9d0c7f725b
"Insecticides, unspecified",soil,forestry,kilogram,d3b4558d-6d3f-58f2-94ee-98bfddb7c248
Nabam,soil,unspecified,kilogram,42ef16cb-8e68-5488-992b-10bdea9b88ac
Isobenzan,air,unspecified,kilogram,97a85ae8-b532-5e0d-b38b-f2cdc0f34783
Thiourea,soil,agricultural,kilogram,a25a370e-6386-5417-b13c-7291a9f2b0a3
Uranium alpha,air,urban air close to ground,kilo Becquerel,87af2811-8d7f-490b-81b4-312ef7662604
Fenothiocarb,soil,forestry,kilogram,7e51dea6-0423-5cbc-bea5-6a1233e1ae9c
Methyl formate,water,unspecified,kilogram,c28194ca-3ebc-4f8b-a456-f133e8d0aaee
Copper(I) oxide,soil,agricultural,kilogram,db61d57d-fe13-5ce0-b025-cdaefe2f1733
Oxyfluorfen,soil,agricultural,kilogram,19ca9276-e5c6-47f5-a3a4-18284d2a27c3
Carbon,soil,agricultural,kilogram,62859da4-f3c5-417b-a575-8b00d8d658b1
Mesotrione,water,surface water,kilogram,ddecd275-57d5-5ef3-ad34-0db1150d2f79
Carboxin,soil,unspecified,kilogram,243cdfb9-053a-509a-9a34-423a77b10309
Antimony ion,water,ground-,kilogram,5df5cb9f-812c-4ce8-ab1c-df6ab4d31900
Tribufos,soil,agricultural,kilogram,9f6d9658-e3f7-4c8b-96da-bfec6511ae7d
Nitrite,water,"ground-, long-term",kilogram,f5d022f1-c26d-4044-ac88-d7c5bbff83c4
Cycloate,water,surface water,kilogram,06683f97-8fb5-565b-b4a1-737e42a4c5ce
Bromine,water,surface water,kilogram,bac53020-1fed-4119-9242-33e4a2597560
"Hydrocarbons, aliphatic, alkanes, cyclic",air,non-urban air or from high stacks,kilogram,5f4baaf6-055e-491e-9852-258897ab5194
Sethoxydim,soil,unspecified,kilogram,ddf5bc76-59e5-580e-9664-ea76970e0f52
Benzo(ghi)perylene,air,unspecified,kilogram,0605e241-ce98-4c10-8c61-d0a1775cdcb0
Uranium-235,water,unspecified,kilo Becquerel,4d466648-95dd-4866-97ad-6008746d32ab
Silvex isooctyl ester,soil,forestry,kilogram,8c3cdace-3c74-5c52-90fb-14896bfeebcb
Fluometuron,soil,forestry,kilogram,4695961d-9078-5a18-a4a2-d7fdbd9ed3dd
Quizalofop-ethyl,air,unspecified,kilogram,b8d24a21-efd1-54fc-a667-00e2544522a0
"Transformation, from pasture, man made, intensive",natural resource,land,square meter,592bf69f-8551-4611-8942-4620be0adabe
Plutonium-alpha,water,ocean,kilo Becquerel,a3cfd5c8-d309-469c-aef6-21a0388902d6
Dimethylvinphos,air,non-urban air or from high stacks,kilogram,b81026b3-a380-57b3-a4cf-ecdba83de3bc
Sulfur,water,ground-,kilogram,c2cc0ba3-a0c4-4bb4-9b85-3ff9dae2061f
Ethylene dichloride,water,surface water,kilogram,250dd08a-ee61-4a2b-86f8-b21e9ebe6ed9
Beta-endosulfan,soil,unspecified,kilogram,a7e6bc76-7e72-5b5c-88f9-28ee4188a1c9
Bispyribac-sodium,water,surface water,kilogram,b7955e18-168d-5c41-8b58-3dde8a5db54c
Thiofanox,soil,forestry,kilogram,f434f72f-faf4-5284-a65b-a2dfb26294f9
DNOC,air,non-urban air or from high stacks,kilogram,38ccd089-40af-5333-a4e5-c025c922238b
Pyrifenox,soil,agricultural,kilogram,d5946f74-8384-5bb7-93f3-50d5f794e02a
Fluchloralin,soil,unspecified,kilogram,ad482f37-0f4e-52cb-847e-8aec496eb2a9
Difenoconazole,air,unspecified,kilogram,d7fcde62-0b5e-5c21-a0da-a051ebd9121e
MCPA-thioethyl,soil,agricultural,kilogram,3cfa5d99-928c-57f8-bbb9-294712915210
Guazatine,water,unspecified,kilogram,6dd0900d-bcd0-5908-8302-a5902e74cffb
Granite,water,surface water,kilogram,6eff24c1-8343-525c-a434-8c2ddcb0c088
Ethanol,air,urban air close to ground,kilogram,379a827c-3290-4810-9689-b9e892945836
Aniline,air,unspecified,kilogram,ffcd4d88-aeb9-491c-ae8c-98838ed38b4d
Phosphorus oxychloride,water,unspecified,kilogram,140821a2-66bf-5600-9934-889cbf313c1e
Acetamide,air,non-urban air or from high stacks,kilogram,c3de45a3-e6fd-494e-aa85-d352b478e87b
t-Butyl methyl ether,air,non-urban air or from high stacks,kilogram,edd62398-8916-4183-9615-65afce26518a
"Disinfectants, unspecified",water,unspecified,kilogram,9da5c6d0-92f0-4a7c-933b-7e14d980975a
Potassium chloride,air,"low population density, long-term",kilogram,9ab5099c-e419-4999-a604-1f1c1f361092
Molinate,air,unspecified,kilogram,aba6f83e-2525-5a9e-a68c-e40f45ed34a3
Phenmedipham,air,unspecified,kilogram,50ab74d9-14cd-5d3f-840a-7d9c8e3c16d6
Nitrofen,water,unspecified,kilogram,3a89edc7-2e17-5959-87a8-95728b11c3d1
"N-(3,5-Dichlorophenyl)succinimide",air,non-urban air or from high stacks,kilogram,f6f47643-c3e6-5fc8-9748-f7b52a504baf
2-(Octylthio)ethanol,air,non-urban air or from high stacks,kilogram,c70c5777-6fd0-58f6-a192-c63b7269a3a7
Piperalin,air,unspecified,kilogram,385cf7dd-f4e3-5dd4-b09c-ab6fd3611b1f
Demeton-S-methylsulfon,water,unspecified,kilogram,063b758c-0337-5ee0-aa60-36d6c5339754
Radium-228,water,unspecified,kilo Becquerel,4ea9bb4f-e4ab-45d7-beb5-dc07fc1c685a
Hydrogen peroxide,air,non-urban air or from high stacks,kilogram,922d8e44-3fcc-4663-be51-0892915596a0
Nonanoic acid,water,surface water,kilogram,4aac7d39-f20e-59b4-899d-e70deb4b1721
Lanthanum,air,urban air close to ground,kilogram,d9a421af-6952-4cae-82c3-26db427db3c4
Dimefuron,soil,agricultural,kilogram,d0193bc5-365b-4a30-b30e-34ede49d069a
N-nitrosodimethylamine,soil,forestry,kilogram,b0c0c682-0c99-50a7-bbc5-26a10ecfddb5
Hexachlorophene,water,unspecified,kilogram,e3316828-733e-5bb0-93a7-537a6cc506dd
Clethodim,water,surface water,kilogram,827c7522-41e9-490e-b48a-18c4276a707d
Fluopyram,air,unspecified,kilogram,59e89614-ac73-533b-a748-755c5f3712cc
Rhodium,natural resource,in ground,kilogram,4803f22f-6950-489b-914d-fa953a8081f6
Antimony ion,water,"ground-, long-term",kilogram,83cf77ca-867b-4eef-b0f0-78d71b3d91d5
Chlorthiamid,air,non-urban air or from high stacks,kilogram,2a37285f-68d0-5dc1-a345-1e64f0f9cd22
Nitrobenzene,air,"low population density, long-term",kilogram,c4db66cb-0449-4c8c-ab90-efc3329e62df
Saflufenacil,soil,unspecified,kilogram,d39b2384-1264-5a98-845e-d8df164493aa
Potassium thiocyanate,soil,agricultural,kilogram,c01d6717-3b88-55f8-a654-6cedcf690b0a
Aluminium hydroxide,water,unspecified,kilogram,7b192eb2-644e-544a-9299-4a79cb4dd479
Barium II,air,"low population density, long-term",kilogram,cd5898ca-96ad-4038-b7ac-edf544d2800a
Vanadium V,air,unspecified,kilogram,591b0a62-8064-4697-86ed-47bfa1f8b5e6
Thiofanox,soil,unspecified,kilogram,a9d36507-c2c5-5c22-8ec9-dd34f5b091fa
"NMVOC, non-methane volatile organic compounds",air,non-urban air or from high stacks,kilogram,33b38ccb-593b-4b11-b965-10d747ba3556
Caesium-137,water,"ground-, long-term",kilo Becquerel,6fccbcea-27bd-4368-8db2-7ce5aa3b0c80
Quizalofop-ethyl,soil,unspecified,kilogram,17d4829b-4178-5789-aac9-c2908b3300d2
"Aldehydes, unspecified",air,unspecified,kilogram,06f0a67c-ec68-435d-8c32-0decd79a4a1a
Thiazafluron,air,unspecified,kilogram,683855ca-32a9-52c6-9fe5-cca7bc3d1d75
Pendimethalin,air,unspecified,kilogram,ebfb1515-b4aa-53d8-b0b1-82bf90633cbd
Flurtamone,air,unspecified,kilogram,050e5bb5-f3ba-5dc4-9146-1355a2c5e188
Thallium I,air,unspecified,kilogram,18aa2daa-0188-4328-b24b-1ad1398ecf81
"1,2-Benzisothiazolin-3-one",air,unspecified,kilogram,5fafa58a-2557-5b83-a985-6419209af7f2
Metolachlor,soil,unspecified,kilogram,39ace9aa-a84e-5d9f-9bbd-7943dfbe3311
Diisobutyl ketone,water,ocean,kilogram,15c4b0d9-9004-4444-98f7-a0275a793673
Chlorantraniliprole,soil,forestry,kilogram,f0fece60-5d43-53c5-8ef7-86e6d4745759
Diethyltoluamide,water,unspecified,kilogram,4e385f18-7144-58af-b0ef-646e0acb205e
Hydrogen sulfide,air,unspecified,kilogram,20d4d821-f4f7-4017-8810-f822fcdf619e
Dicofol,soil,unspecified,kilogram,90642683-c14c-558e-a4ed-81d12876e147
Spirodiclofen,water,unspecified,kilogram,6c1f636c-ac6e-526e-9af7-8b2403df6359
Cobalt-57,water,ocean,kilo Becquerel,71ddd53a-4720-49b5-86c9-9ab899365630
Fluoroglycofen,water,surface water,kilogram,9c91b709-9cf4-5ec4-bd21-e61d6c258f36
Amitraz,soil,forestry,kilogram,9323fda2-99ce-504b-ab56-fbeeb30f5aaf
Phenkapton,air,non-urban air or from high stacks,kilogram,5f0d5598-a50a-58e3-b2cd-3a3d6b67d8d6
Fluorodifen,soil,agricultural,kilogram,f01078f8-c1f0-5775-bf84-da3b403de187
