"CPC21code","CPC21title"
"3219","Other paper and paperboard products"
"32191","Carbon paper, self-copy paper and other copying or transfer papers, not in bulk sizes; duplicator stencils and offset plates, of paper"
"32192","Envelopes, letter cards, plain postcards and correspondence cards of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing paper stationery"
"32193","Toilet paper, handkerchiefs, towels, serviettes, napkins for babies, tampons, and similar household, sanitary or hospital articles, and articles of apparel, of paper pulp, paper, cellulose wadding or webs of cellulose fibres"
"32194","Wallpaper and similar wall coverings; window transparencies of paper"
"32195","Textile wall coverings"
"32196","Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material"
"32197","Labels of paper or paperboard"
"32198","Filter blocks, slabs and plates, of paper pulp"
"32199","Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; cigarette paper, in booklets or tubes, or in rolls of a width not exceeding 5 cm; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres"
"322","Books, in print"
"3221","Educational textbooks, in print"
"32210","Educational textbooks, in print"
"3222","General reference books, in print"
"32220","General reference books, in print"
"3223","Directories, in print"
"32230","Directories, in print"
"3229","Other books, in print"
"32291","Professional, technical and scholarly books, in print"
"32292","Children's books, in print"
"32299","Other books n.e.c., in print"
"323","Newspapers and periodicals, daily, in print"
"3230","Newspapers and periodicals, daily, in print"
"32300","Newspapers and periodicals, daily, in print"
"324","Newspapers and periodicals, other than daily, in print"
"3241","General interest newspapers and periodicals, other than daily, in print"
"32410","General interest newspapers and periodicals, other than daily, in print"
"3242","Business, professional or academic newspapers and periodicals, other than daily, in print"
"32420","Business, professional or academic newspapers and periodicals, other than daily, in print"
"3249","Other newspapers and periodicals, other than daily, in print"
"32490","Other newspapers and periodicals, other than daily, in print"
"325","Printed maps; music, printed or in manuscript; postcards, greeting cards, pictures and plans"
"3251","Maps and hydrographic or similar charts (including wall maps, topographical plans and globes), printed, other than in book-form"
"32511","Maps and hydrographic or similar charts (including wall maps, topographical plans and maps for globes), printed, other than in book-form"
"32512","Globes"
"3252","Music, printed or in manuscript"
"32520","Music, printed or in manuscript"
"3253","Printed or illustrated postcards; printed cards bearing personal greetings or messages, with or without envelopes or trimmings"
"32530","Printed or illustrated postcards; printed cards bearing personal greetings or messages, with or without envelopes or trimmings"
"3254","Printed pictures, designs and photographs"
"32540","Printed pictures, designs and photographs"
"3255","Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions and carbon copies of the foregoing"
"32550","Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions and carbon copies of the foregoing"
"326","Stamps, cheque forms, banknotes, stock certificates, brochures and leaflets, advertising material and other printed matter"
"3261","Unused postage, revenue or similar stamps; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and similar documents of title"
"32610","Unused postage, revenue or similar stamps; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and similar documents of title"
"3262","Trade advertising material, commercial catalogues and the like"
"32620","Trade advertising material, commercial catalogues and the like"
"3263","Transfers (decalcomanias) and printed calendars"
"32630","Transfers (decalcomanias) and printed calendars"
"3269","Other printed matter"
"32690","Other printed matter"
"327","Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard"
"3270","Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard"
"32700","Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard"
"328","Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing"
"3280","Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing"
"32800","Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing"
"33","Coke oven products; refined petroleum products; nuclear fuel"
"331","Coke and semi-coke of coal, of lignite or of peat; retort carbon"
"3310","Coke and semi-coke of coal, of lignite or of peat; retort carbon"
"33100","Coke and semi-coke of coal, of lignite or of peat; retort carbon"
"332","Tar distilled from coal, from lignite or from peat, and other mineral tars"
"3320","Tar distilled from coal, from lignite or from peat, and other mineral tars"
"33200","Tar distilled from coal, from lignite or from peat, and other mineral tars"
"333","Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by weight 70% or more of these oils, such oils being the basic constituents of the preparations"
"3331","Motor gasoline and aviation gasoline"
"33311","Motor gasoline"
"33312","Aviation gasoline"
"3332","Gasolene-type jet fuel"
"33320","Gasolene-type jet fuel"
"3333","Naphtha"
"33330","Naphtha"
"3334","Kerosenes"
"33342","Kerosene-type jet fuel"
"33349","Other kerosene"
"3335","White spirit and special boiling point industrial spirits"
"33350","White spirit and special boiling point industrial spirits"
"3336","Gas oil"
"33360","Gas oil"
"3337","Fuel oils n.e.c."
"33370","Fuel oils n.e.c."
"3338","Lubricants"
"33380","Lubricants"
"3339","Other petroleum oils n.e.c."
"33390","Other petroleum oils n.e.c."
"334","Petroleum gases and other gaseous hydrocarbons, except natural gas"
"3341","Propane and butanes, liquefied"
"33410","Propane and butanes, liquefied"
"3342","Ethylene, propylene, butylene, butadiene and other petroleum gases or gaseous hydrocarbons, except natural gas"
"33421","Ethylene, propylene, butylene, butadiene"
"33429","Other petroleum gases or gaseous hydrocarbons, except natural gas"
"335","Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products; petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous materials"
"3350","Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products; petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous materials"
"33500","Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products; petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous materials"
"336","Radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues"
"3361","Natural uranium and its compounds; alloys, dispersions, ceramic products and mixtures containing natural uranium and its compounds"
"33610","Natural uranium and its compounds; alloys, dispersions, ceramic products and mixtures containing natural uranium and its compounds"
"3362","Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products and mixtures containing uranium enriched in U235, plutonium or compounds of these products"
"33620","Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products and mixtures containing uranium enriched in U235, plutonium or compounds of these products"
"3363","Uranium depleted in U235 and its compounds; thorium and its compounds; alloys, dispersions, ceramic products and mixtures containing uranium depleted in U235, thorium or compounds of these products"
"33630","Uranium depleted in U235 and its compounds; thorium and its compounds; alloys, dispersions, ceramic products and mixtures containing uranium depleted in U235, thorium or compounds of these products"
"3369","Other radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues"
"33690","Other radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues"
"337","Fuel elements (cartridges), for or of nuclear reactors"
"3371","Fuel elements (cartridges), non-irradiated, for nuclear reactors"
"33710","Fuel elements (cartridges), non-irradiated, for nuclear reactors"
"3372","Spent (irradiated) fuel elements (cartridges) of nuclear reactors"
"33720","Spent (irradiated) fuel elements (cartridges) of nuclear reactors"
"34","Basic chemicals"
"341","Basic organic chemicals"
"3411","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"3412","Industrial monocarboxylic fatty acids; acid oils from refining"
"34120","Industrial monocarboxylic fatty acids; acid oils from refining"
"3413","Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivatives; industrial fatty alcohols"
"34131","Ethyl alcohol and other spirits, denatured, of any strength"
"34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivatives; industrial fatty alcohols"
"3414","Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives, except salicylic acid and its salts and esters and their salts"
"34140","Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives, except salicylic acid and its salts and esters and their salts"
"3415","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and glutamic acid and its salts; ureines and their derivatives and salts thereof; carboxyimide-function compounds and imine-compounds; nitrile-function compounds; diazo-, azo- or azoxy-compounds; organic derivatives of hydrazine or of hydroxylamine; compounds with other nitrogen function"
"34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and glutamic acid and its salts; ureines and their derivatives and salts thereof; carboxyimide-function compounds and imine-compounds; nitrile-function compounds; diazo-, azo- or azoxy-compounds; organic derivatives of hydrazine or of hydroxylamine; compounds with other nitrogen function"
"3416","Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids and their salts"
"34160","Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids and their salts"
"3417","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphonated, nitrated or nitrosated derivatives; aldehyde-function compounds; ketone-function compounds and quinone-function compounds; enzymes; prepared enzymes n.e.c.; organic compounds n.e.c."
"34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphonated, nitrated or nitrosated derivatives; aldehyde-function compounds; ketone-function compounds and quinone-function compounds; enzymes; prepared enzymes n.e.c.; organic compounds n.e.c."
"3418","Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) and their salts; and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"34180","Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) and their salts; and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"342","Basic inorganic chemicals n.e.c."
"3421","Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c."
"34210","Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c."
"3422","Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth colours; cobalt oxides and hydroxides; titanium oxides; lead oxides; red lead and orange lead; inorganic bases n.e.c.; metal oxides, hydroxides and peroxides n.e.c., except of mercury"
"34220","Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth colours; cobalt oxides and hydroxides; titanium oxides; lead oxides; red lead and orange lead; inorganic bases n.e.c.; metal oxides, hydroxides and peroxides n.e.c., except of mercury"
"3423","Chemical elements n.e.c.; inorganic acids; inorganic oxygen compounds of boron, silicon and carbon; halogen or sulphur compounds of non-metals; sodium hydroxide; hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium; aluminium hydroxide; hydrozine and hydroxylamine and their inorganic salts"
"34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compounds of boron, silicon and carbon; halogen or sulphur compounds of non-metals; sodium hydroxide; hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium; aluminium hydroxide; hydrozine and hydroxylamine and their inorganic salts"
"34232","Phosphoric acid"
"34233","Nitric acid, sulphonitric acids"
"3424","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c."
"34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c."
"3425","Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and organic compounds of mercury; other inorganic chemicals n.e.c.; compressed air; amalgams"
"34250","Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and organic compounds of mercury; other inorganic chemicals n.e.c.; compressed air; amalgams"
"3426","Isotopes n.e.c. and compounds thereof (including heavy water)"
"34260","Isotopes n.e.c. and compounds thereof (including heavy water)"
"3427","Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perborates"
"34270","Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perborates"
"3428","Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides, silicides and borides"
"34280","Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides, silicides and borides"
"3429","Compounds of rare earth metals, of yttrium or of scandium"
"34290","Compounds of rare earth metals, of yttrium or of scandium"
"343","Tanning or dyeing extracts; tannins and their derivatives; colouring matter n.e.c."
"3431","Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores; colour lakes and preparations based thereon"
"34310","Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores; colour lakes and preparations based thereon"
"3432","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives; colouring matter of vegetable or animal origin, except animal black; preparations based on colouring matter of vegetable or animal origin"
"34320","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives; colouring matter of vegetable or animal origin, except animal black; preparations based on colouring matter of vegetable or animal origin"
"3433","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning"
"34330","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning"
"3434","Colouring matter n.e.c.; inorganic products of a kind used as luminophores"
"34340","Colouring matter n.e.c.; inorganic products of a kind used as luminophores"
"344","Activated natural mineral products; animal black; tall oil; terpenic oils produced by the treatment of coniferous woods; crude dipentene; crude para-cymene; pine oil; rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; rum gums; wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch"
"3440","Activated natural mineral products; animal black; tall oil; terpenic oils produced by the treatment of coniferous woods; crude dipentene; crude para-cymene; pine oil; rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; rum gums; wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch"
"34400","Activated natural mineral products; animal black; tall oil; terpenic oils produced by the treatment of coniferous woods; crude dipentene; crude para-cymene; pine oil; rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; rum gums; wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch"
"345","Miscellaneous basic chemical products"
"3451","Wood charcoal"
"34510","Wood charcoal"
"3452","Sulphur, except sublimed sulphur, precipitated sulphur and colloidal sulphur"
"34520","Sulphur, except sublimed sulphur, precipitated sulphur and colloidal sulphur"
"3453","Roasted iron pyrites"
"34530","Roasted iron pyrites"
"3454","Oils and other products of the distillation of high temperature coal tar, and similar products; pitch and pitch coke, obtained from mineral tars"
"34540","Oils and other products of the distillation of high temperature coal tar, and similar products; pitch and pitch coke, obtained from mineral tars"
"3455","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils"
"34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils"
"3456","Synthetic or reconstructed precious or semi-precious stones, unworked"
"34560","Synthetic or reconstructed precious or semi-precious stones, unworked"
"3457","Glycerol"
"34570","Glycerol"
"346","Fertilizers and pesticides"
"3461","Mineral or chemical fertilizers, nitrogenous"
"34611","Urea"
"34612","Ammonium sulphate"
"34613","Ammonium nitrate"
"34614","Double salts and mixtures of calcium nitrate and ammonium nitrate"
"34615","Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances"
"34616","Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution"
"34619","Other nitrogenous fertilizers and mixtures, n.e.c."
"3462","Mineral or chemical fertilizers, phosphatic"
"34621","Superphosphate"
"34629","Other phosphatic fertilizers, n.e.c."
"3463","Mineral or chemical fertilizers, potassic"
"34631","Potassium chloride (muriate of potash)"
"34632","Potassium sulphate (sulphate of potash)"
"34639","Carnallite, sylvite and other potassic fertilizers, n.e.c."
"3464","Mineral or chemical fertilizers containing at least two nutrients of nitrogen, phosphate and potash"
"34641","Fertilizers containing three nutrients: nitrogen, phosphorus and potassium"
"34642","Diammonium hydrogenorthophosphate (diammonium phosphate)"
"34643","Monoammonium phosphate"
"34644","Fertilizers containing two nutrients: nitrogen and phosphorus"
"34645","Fertilizers containing two nutrients: phosphorus and potassium"
"34646","Potassium nitrate"
"34649","Other mineral or chemical fertilizers containing at least two nutrients (nitrogen, phosphate, potash), n.e.c."
"3465","Other fertilizers"
"34651","Ammonia, anhydrous"
"34652","Ammonia, in aqueous solution"
"34653","Ammonium chloride; nitrites"
"34654","Excreta of animals useful for manure/fertilizer and fuel preparation"
"34659","Fertilizers n.e.c."
"3466","Insecticides, fungicides, herbicides and disinfectants"
"34661","Insecticides"
"34662","Fungicides"
"34663","Herbicides, anti-sprouting products and plant-growth regulators"
"34664","Disinfectants"
"34666","Hazardous pesticides"
"34669","Other insecticides, fungicides, herbicides and disinfectants"
"347","Plastics in primary forms"
"3471","Polymers of ethylene, in primary forms"
"34710","Polymers of ethylene, in primary forms"
"3472","Polymers of styrene, in primary forms"
"34720","Polymers of styrene, in primary forms"
"3473","Polymers of vinyl chloride or other halogenated olefins, in primary forms"
"34730","Polymers of vinyl chloride or other halogenated olefins, in primary forms"
"3474","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms"
"34740","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms"
"3479","Other plastics in primary forms; ion exchangers"
"34790","Other plastics in primary forms; ion exchangers"
"348","Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip"
"3480","Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip"
"34800","Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip"
"35","Other chemical products; man-made fibres"
"351","Paints and varnishes and related products; artists' colours; ink"
"3511","Paints and varnishes and related products"
"35110","Paints and varnishes and related products"
"3512","Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like"
"35120","Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like"
"3513","Printing ink"
"35130","Printing ink"
"3514","Writing or drawing ink and other inks"
"35140","Writing or drawing ink and other inks"
"352","Pharmaceutical products"
"3521","Salicylic acid and its salts and esters"
"35210","Salicylic acid and its salts and esters"
"3522","Lysine and its esters and salts thereof; glutamic acid and its salts; quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids; acyclic amides and their derivatives and salts thereof; cyclic amides (except ureines) and their derivatives and salts"
"35220","Lysine and its esters and salts thereof; glutamic acid and its salts; quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids; acyclic amides and their derivatives and salts thereof; cyclic amides (except ureines) and their derivatives and salts"
"3523","Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides"
"35230","Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides"
"3524","Sugars, chemically pure n.e.c.; sugar ethers and sugar esters and their salts n.e.c."
"35240","Sugars, chemically pure n.e.c.; sugar ethers and sugar esters and their salts n.e.c."
"3525","Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and other derivatives; antibiotics"
"35250","Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and other derivatives; antibiotics"
"3526","Medicaments, for therapeutic or prophylactic uses"
"35260","Medicaments, for therapeutic or prophylactic uses"
"3527","Other pharmaceutical products"
"35270","Other pharmaceutical products"
"3529","Other articles for medical or surgical purposes"
"35290","Other articles for medical or surgical purposes"
"353","Soap, cleaning preparations, perfumes and toilet preparations"
"3531","Organic surface active agents, except soap"
"35310","Organic surface active agents, except soap"
"3532","Soap and detergents, perfume and toilet preparations"
"35321","Soap; organic surface-active products and preparations for use as soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent"
"35322","Detergents and washing preparations"
"35323","Perfume and toilet preparations"
"3533","Cleaning and polishing preparations"
"35331","Preparations for perfuming or deodorizing rooms"
"35332","Artificial waxes and prepared waxes"
"35333","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal"
"35334","Scouring pastes and powders and other scouring preparations"
"354","Chemical products n.e.c."
"3541","Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids; terpenic by-products of the deterpenation of essential oils; mixtures of odoriferous substances of a kind used as raw materials in industry"
"35410","Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids; terpenic by-products of the deterpenation of essential oils; mixtures of odoriferous substances of a kind used as raw materials in industry"
"3542","Glues and gelatine, peptones and their derivatives, and related products; caseinates and other casein derivatives; albuminates and other albumin derivatives"
"35420","Glues and gelatine, peptones and their derivatives, and related products; caseinates and other casein derivatives; albuminates and other albumin derivatives"
"3543","Lubricating preparations and preparations of a kind used for the oil or grease treatment of materials, except of petroleum; prepared additives for mineral oils; prepared liquids for hydraulic transmission, except of petroleum; anti-freezing preparations and prepared de-icing fluids"
"35430","Lubricating preparations and preparations of a kind used for the oil or grease treatment of materials, except of petroleum; prepared additives for mineral oils; prepared liquids for hydraulic transmission, except of petroleum; anti-freezing preparations and prepared de-icing fluids"
"3544","Modelling pastes; ""dental wax"" or ""dental impression compounds""; other preparations for use in dentistry with a basis of plaster; preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; prepared culture media for development and maintenance of micro-organisms and plant, human or animal cells; composite diagnostic or laboratory reagents n.e.c."
"35440","Modelling pastes; ""dental wax"" or ""dental impression compounds""; other preparations for use in dentistry with a basis of plaster; preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; prepared culture media for development and maintenance of micro-organisms and plant, human or animal cells; composite diagnostic or laboratory reagents n.e.c."
"3545","Prepared explosives; safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators"
"35450","Prepared explosives; safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators"
"3546","Pyrotechnic articles"
"35460","Pyrotechnic articles"
"3547","Chemical elements and compounds doped for use in electronics"
"35470","Chemical elements and compounds doped for use in electronics"
"3549","Other chemical products"
"35491","Biodiesel"
"35499","Other chemical products n.e.c."
"355","Man-made fibres"
"3551","Synthetic filament tow and staple fibres, not carded or combed"
"35510","Synthetic filament tow and staple fibres, not carded or combed"
"3552","Synthetic filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale"
"35520","Synthetic filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale"
"3553","Synthetic monofilament and strip"
"35530","Synthetic monofilament and strip"
"3554","Artificial filament tow and staple fibres, not carded or combed"
"35540","Artificial filament tow and staple fibres, not carded or combed"
"3555","Artificial filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale"
"35550","Artificial filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale"
"3556","Artificial monofilament and strip"
"35560","Artificial monofilament and strip"
"36","Rubber and plastics products"
"361","Rubber tyres and tubes"
"3611","New pneumatic tyres, inner tubes, solid or cushion tyres, interchangeable tyre treads, tyre flaps and ""camel-back"", of rubber"
"36111","New pneumatic tyres, of rubber, of a kind used on motor cars"
"36112","New pneumatic tyres, of rubber, of a kind used on motorcycles or bicycles"
"36113","Other new pneumatic tyres, of rubber"
"36114","Inner tubes, solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber"
"36115","""Camel-back"" strips for retreading rubber tyres"
"3612","Retreaded pneumatic tyres, of rubber"
"36120","Retreaded pneumatic tyres, of rubber"
"362","Other rubber products"
"3621","Reclaimed rubber"
"36210","Reclaimed rubber"
"3622","Unvulcanized compounded rubber, in primary forms or in plates, sheets or strip; unvulcanized rubber in forms other than primary forms or plates, sheets or strip (except ""camel-back"" strips for retreading rubber tyres); articles of unvulcanized rubber; thread, cord, plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber"
"36220","Unvulcanized compounded rubber, in primary forms or in plates, sheets or strip; unvulcanized rubber in forms other than primary forms or plates, sheets or strip (except ""camel-back"" strips for retreading rubber tyres); articles of unvulcanized rubber; thread, cord, plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber"
"3623","Tubes, pipes and hoses of vulcanized rubber other than hard rubber"
"36230","Tubes, pipes and hoses of vulcanized rubber other than hard rubber"
"3624","Conveyor or transmission belts or belting, of vulcanized rubber"
"36240","Conveyor or transmission belts or belting, of vulcanized rubber"
"3625","Rubberized textile fabrics, except tyre cord fabric"
"36250","Rubberized textile fabrics, except tyre cord fabric"
"3626","Articles of apparel and clothing accessories (including gloves) of vulcanized rubber other than hard rubber"
"36260","Articles of apparel and clothing accessories (including gloves) of vulcanized rubber other than hard rubber"
"3627","Articles of vulcanized rubber n.e.c.; hard rubber; articles of hard rubber"
"36270","Articles of vulcanized rubber n.e.c.; hard rubber; articles of hard rubber"
"363","Semi-manufactures of plastics"
"3631","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, of plastics"
"36310","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, of plastics"
"3632","Tubes, pipes and hoses, and fittings therefor, of plastics"
"36320","Tubes, pipes and hoses, and fittings therefor, of plastics"
"3633","Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
"36330","Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
"3639","Other plates, sheets, film, foil and strip, of plastics"
"36390","Other plates, sheets, film, foil and strip, of plastics"
"364","Packaging products of plastics"
"3641","Sacks and bags, of plastics"
"36410","Sacks and bags, of plastics"
"3649","Other articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics"
"36490","Other articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics"
"369","Other plastics products"
"3691","Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics"
"36910","Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics"
"3692","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics"
"36920","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics"
"3693","Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics"
"36930","Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics"
"3694","Tableware, kitchenware, other household articles and toilet articles, of plastics"
"36940","Tableware, kitchenware, other household articles and toilet articles, of plastics"
"3695","Builders' ware of plastics n.e.c."
"36950","Builders' ware of plastics n.e.c."
"3696","Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics"
"36960","Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics"
"3697","Safety headgear; other headgear of rubber or plastics"
"36971","Safety headgear"
"36972","Other headgear of rubber or plastics"
"3698","Electrical insulating fittings of plastics"
