Units,scenario,region,LandLeaf,Year,value
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2015,6.6499756
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2021,7.7974684001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2025,8.02510037548
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2030,8.6629334019
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2035,9.1917881154
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2040,9.66031743911
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2045,10.14146113028
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2050,10.59138464583
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2055,11.29858943658
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2060,11.9885070806
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2065,12.59352891992
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2070,13.11485429719
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2075,13.52475044036
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2080,13.82204492003
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2085,14.12299454044
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2090,14.33654467513
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2095,14.33568336191
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FiberCrop,2100,14.1567188985
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,1975,0.0
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,1990,1.1997828000000001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2005,1.5062502
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2010,1.53973999148
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2015,1.5396433999999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2021,1.5395552204799998
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2025,1.73704529081
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2030,2.06501741997
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2035,2.41582350483
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2040,2.77351416945
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2045,3.1366566041599997
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2050,3.49420125967
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2055,3.85505285003
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2060,4.18401764316
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2065,4.47812624162
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2070,4.744551055860001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2075,4.9782077107800005
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2080,5.17976774933
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2085,5.362105298666
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2090,5.522263529936001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2095,5.65264273847
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderGrass,2100,5.754430656015001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,1975,0.0
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,1990,0.0
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2005,0.0078352
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2010,0.00994291014
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2015,0.009939799999999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2021,0.009804868420000001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2025,0.00978647763
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2030,0.00941751804
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2035,0.009092870619999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2040,0.008719658718
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2045,0.00826646943
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2050,0.007799545759
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2055,0.007509133913
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2060,0.007054791159
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2065,0.006546407774
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2070,0.006125466823
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2075,0.005770234927
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2080,0.0055002025799999995
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2085,0.0052753678719999995
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2090,0.0050887717119999995
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2095,0.004915925031
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FodderHerb,2100,0.004751574235
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,1975,0.149537
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,1990,0.1938768
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2005,0.32374519999999996
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2010,0.3033645356
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2015,0.3304034
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2021,0.3605733146
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2025,0.36847774980000003
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2030,0.3860249169
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2035,0.4189728748
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2040,0.4526740043
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2045,0.48785309649999997
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2050,0.5244663841
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2055,0.5824538873
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2060,0.6438425643
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2065,0.7070635083000001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2070,0.7639708172999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2075,0.8195119583
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2080,0.8727262857
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2085,0.91069001229
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2090,0.94372848696
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2095,0.97211670962
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Fruits,2100,0.99607689696
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,1975,19.328943
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,1990,26.322323
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2005,30.270113199999997
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2010,23.490878580000004
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2015,26.5681002
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2021,40.61585986
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2025,42.832582869999996
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2030,46.94528918
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2035,51.82927946
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2040,56.534963780000005
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2045,61.14343716
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2050,65.63111577
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2055,72.01726404
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2060,78.33579994
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2065,84.5578435
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2070,90.7446902
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2075,96.61845109000001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2080,102.14825697
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2085,107.27393782
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2090,111.803662683
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2095,115.793936566
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,FruitsTree,2100,119.229036763
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,1975,1191.2482
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,1990,1089.50285
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2005,1090.70157
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2010,1064.4292619999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2015,971.647
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2021,955.906031
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2025,940.294182
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2030,913.472271
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2035,883.895992
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2040,855.561142
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2045,828.705542
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2050,802.362559
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2055,774.848146
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2060,749.1822477000001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2065,726.3737262
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2070,702.0161854
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2075,682.060804
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2080,665.297943
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2085,645.5703859
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2090,629.476845
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2095,616.9632399
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Grassland,2100,608.0489958000001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,1975,1.3041753999999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,1990,1.816842
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2005,2.3875189
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2010,2.9724582
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2015,3.9526475000000003
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2021,4.0263463
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2025,4.267378
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2030,4.5745984
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2035,4.863731899999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2040,5.101046
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2045,5.2777415
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2050,5.4059080999999995
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2055,5.4861381
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2060,5.4930664
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2065,5.4460792
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2070,5.4210518
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2075,5.3736209
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2080,5.3141516
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2085,5.307474
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2090,5.3013338
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2095,5.3006319
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Hardwood_Forest,2100,5.3061588
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,1975,31.020651400000002
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,1990,37.148386
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2005,45.70532
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2010,48.055801254
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2015,58.3549292
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2021,59.258460046
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2025,62.962690293
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2030,69.956145952
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2035,76.367829602
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2040,81.70631476099999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2045,86.458747329
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2050,90.918860057
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2055,95.75944289
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2060,101.36376773
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2065,106.389239768
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2070,111.02608494399999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2075,114.437785455
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2080,117.26285390999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2085,120.58423991
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2090,122.730559981
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2095,124.41931673500001
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,Legumes,2100,125.936790676
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,1975,1.6778762
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,1990,2.0657416
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2005,3.4261748
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2010,5.9038410186
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2015,6.9632022
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2021,7.9750887424000005
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2025,8.2142978549
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2030,8.3863925858
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2035,8.7283825741
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2040,9.0611099083
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2045,9.3194720061
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2050,9.5206737508
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2055,9.8359754794
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2060,10.0932640726
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2065,10.30095541648
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2070,10.51714413349
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2075,10.68949433224
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2080,10.83431798621
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2085,10.9910242505
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2090,11.10891242094
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2095,11.20314502904
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCrop,2100,11.26336469361
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,1975,11.5204244
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,1990,11.439404399999999
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2005,10.8355948
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2010,12.4057674416
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2015,14.957646
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2021,19.4572696602
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2025,20.9152763353
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2030,22.4006826977
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2035,23.7284038361
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2040,24.8325182992
thous km2,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,MiscCropTree,2045,26.1298992125
