origin_var,metal,year,mean,median,min,max,unit
EV,Tantalum,2050,0.00014303773584904998,0.00014303773584904998,0.00014303773584904998,0.00014303773584904998,kg metal/kg motor
EV,Terbium,2050,7.744155032826982e-05,7.744155032826982e-05,1.941509433962264e-08,0.0001548636855622,kg metal/kg motor
EV,Ytterbium,2050,7.784905660377359e-07,7.784905660377359e-07,3.169811320754717e-08,1.5252830188679246e-06,kg metal/kg motor
EV,Yttrium,2050,6.077830188679245e-06,6.077830188679245e-06,4.339622641509434e-06,7.816037735849057e-06,kg metal/kg motor
HTEL - Yttrium,Cerium,2050,128.26798464877703,128.26798464877703,128.26798464877703,128.26798464877703,kg/MW
HTEL - Yttrium,Cobalt,2050,4.134349150325786,4.134349150325786,4.134349150325786,4.134349150325786,kg/MW
HTEL - Yttrium,Lanthanum,2050,6.716102781285104,6.15382946297029,5.639215722990287,8.355263157894738,kg/MW
HTEL - Yttrium,Manganese,2050,3.008941670046649,3.008941670046649,0.9489115239769756,5.068971816116322,kg/MW
HTEL - Yttrium,Nickel,2050,205.17702304015253,205.17702304015253,95.49671013680404,314.857335943501,kg/MW
HTEL - Yttrium,Praseodimium,2050,6.148936857955552,6.148936857955552,6.148936857955552,6.148936857955552,kg/MW
HTEL - Yttrium,Strontium,2050,1.505885631579585,1.317982456140351,0.8892883801631588,2.3103860584352454,kg/MW
HTEL - Yttrium,Zirconium,2050,51.02731830063581,56.99203590904821,14.326806412530972,81.76311258032824,kg/MW
ICEV,Aluminium,2050,0.17192787464398768,0.17192787464398768,0.17192787464398768,0.17192787464398768,kg metal/kg vehicle
ICEV,Antimony,2050,0.00093854522678365,0.00093854522678365,0.000742882281875,0.0011342081716923,kg metal/kg vehicle
ICEV,Beryllium,2050,2.442217091346154e-06,2.442217091346154e-06,1.6208218750000005e-06,3.263612307692308e-06,kg metal/kg vehicle
ICEV,Cerium,2050,6.332492499999999e-06,6.332492499999999e-06,1.55e-07,1.2509985e-05,kg metal/kg vehicle
ICEV,Cobalt,2050,0.00275494125548485,0.00275494125548485,0.0019480804406249,0.0035618020703448,kg metal/kg vehicle
ICEV,Dysprosium,2050,8.56476803236519e-06,6.820909090909091e-06,2.126875e-07,2.65803e-05,kg metal/kg vehicle
ICEV,Erbium,2050,4.5e-08,4.5e-08,0.0,9e-08,kg metal/kg vehicle
ICEV,Europium,2050,5.3125000000000004e-09,5.3125000000000004e-09,5e-09,5.625000000000001e-09,kg metal/kg vehicle
ICEV,Gadolinium,2050,8.134765e-06,8.134765e-06,5e-09,1.626453e-05,kg metal/kg vehicle
ICEV,Gallium,2050,8.196562388392858e-06,8.196562388392858e-06,5e-08,1.6343124776785715e-05,kg metal/kg vehicle
ICEV,Germanium,2050,1.3756782025862068e-05,1.3756782025862068e-05,9.5009875e-06,1.8012576551724138e-05,kg metal/kg vehicle
ICEV,Gold,2050,0.0001147802421442,0.0001147802421442,9.242975875e-05,0.0001371307255384,kg metal/kg vehicle
ICEV,Indium,2050,3.2517423581730766e-06,3.2517423581730766e-06,4e-08,6.463484716346154e-06,kg metal/kg vehicle
ICEV,Lanthanum,2050,0.00191372786156245,0.00191372786156245,0.0,0.0038274557231249,kg metal/kg vehicle
ICEV,Lithium,2050,2.0521879093406592e-05,2.0521879093406592e-05,6.800000000000001e-07,4.0363758186813184e-05,kg metal/kg vehicle
ICEV,Manganese,2050,0.00392481814843846,0.00392481814843846,0.00392481814843846,0.00392481814843846,kg metal/kg vehicle
ICEV,Molybdenum,2050,0.00043391141700430005,0.00043391141700430005,0.00031045779125,0.0005573650427586,kg metal/kg vehicle
ICEV,Neodymium,2050,0.00047382010966866,0.000516819368056197,7.3140000000000015e-06,0.0011118824993861741,kg metal/kg vehicle
ICEV,Niobium,2050,2.913152248106061e-05,2.913152248106061e-05,1.946764875e-05,3.8795396212121214e-05,kg metal/kg vehicle
ICEV,Palladium,2050,1.27361725e-05,1.27361725e-05,6.2e-07,2.4852345e-05,kg metal/kg vehicle
ICEV,Platinum,2050,4.323408825549451e-06,4.323408825549451e-06,1.4153846153846157e-06,7.231433035714286e-06,kg metal/kg vehicle
ICEV,Praseodymium,2050,1.255308301810155e-05,1.30591278125e-05,2.53125e-07,2.6282655862068966e-05,kg metal/kg vehicle
ICEV,Rhenium,2050,2.200640576923077e-07,2.200640576923077e-07,1.5528750000000002e-07,2.8484061538461533e-07,kg metal/kg vehicle
ICEV,Rhodium,2050,5e-09,5e-09,5e-09,5e-09,kg metal/kg vehicle
ICEV,Rubidium,2050,3.4428369855769227e-06,3.4428369855769227e-06,2.549688125e-06,4.335985846153846e-06,kg metal/kg vehicle
ICEV,Ruthenium,2050,2.5685083605769233e-06,2.5685083605769233e-06,1.6943668750000005e-06,3.4426498461538462e-06,kg metal/kg vehicle
ICEV,Samarium,2050,8.641439285714286e-07,8.641439285714286e-07,2.6875e-07,1.4595378571428571e-06,kg metal/kg vehicle
ICEV,Scandium,2050,4.772727272727273e-07,4.772727272727273e-07,4.772727272727273e-07,4.772727272727273e-07,kg metal/kg vehicle
ICEV,Silver,2050,0.0006362370125048,0.0006362370125048,0.000466443865625,0.0008060301593846,kg metal/kg vehicle
ICEV,Strontium,2050,0.06406755435020466,0.06406755435020466,0.0454959531893749,0.0826391555110344,kg metal/kg vehicle
ICEV,Tantalum,2050,0.0001683219944196,0.0001683219944196,3.4950000000000004e-06,0.0003331489888392,kg metal/kg vehicle
ICEV,Tellurium,2050,1.1197328413461536e-06,1.1197328413461536e-06,7.90149375e-07,1.4493163076923074e-06,kg metal/kg vehicle
ICEV,Terbium,2050,1.720947142857143e-06,1.720947142857143e-06,0.0,3.441894285714286e-06,kg metal/kg vehicle
ICEV,Tin,2050,0.02078921645153845,0.02078921645153845,0.0165581139,0.0250203190030769,kg metal/kg vehicle
ICEV,Tungsten,2050,1.3016858596153847e-05,1.3016858596153847e-05,9.6448175e-06,1.6388899692307694e-05,kg metal/kg vehicle
ICEV,Ytterbium,2050,2.0259090909090907e-08,2.0259090909090907e-08,0.0,4.0518181818181815e-08,kg metal/kg vehicle
ICEV,Yttrium,2050,2.2637688125000002e-05,2.2637688125000002e-05,1e-08,4.526537625e-05,kg metal/kg vehicle
ICEV,Zirconium,2050,0.0007152785578124501,0.0007152785578124501,0.000644241115625,0.0007863159999999,kg metal/kg vehicle
Nuclear,Aluminium,2050,147.5,147.5,130.0,165.0,kg/MW
Nuclear,Boron,2050,7.0,7.0,7.0,7.0,kg/MW
Nuclear,Brass,2050,28.0,28.0,28.0,28.0,kg/MW
Nuclear,Cadmium,2050,2.875,2.875,0.5,5.25,kg/MW
Nuclear,Chromium,2050,369.175,369.175,350.0,388.35,kg/MW
Nuclear,Hafnium,2050,0.35,0.35,0.35,0.35,kg/MW
Nuclear,Indium,2050,3.7,3.7,1.6,5.800000000000001,kg/MW
Nuclear,Lead,2050,22.15,22.15,4.3,40.0,kg/MW
Nuclear,Manganese,2050,185.1425,185.1425,75.19,295.095,kg/MW
Nuclear,Molybdenum,2050,49.559999999999995,49.559999999999995,49.559999999999995,49.559999999999995,kg/MW
Nuclear,Nickel,2050,277.75,277.75,255.5,300.0,kg/MW
Nuclear,Niobium,2050,1.4,1.4,1.4,1.4,kg/MW
Nuclear,Silver,2050,8.725000000000001,8.725000000000001,8.3,9.15,kg/MW
Nuclear,Tin,2050,3.2199999999999998,3.2199999999999998,3.2199999999999998,3.2199999999999998,kg/MW
Nuclear,Tungsten,2050,3.5,3.5,3.5,3.5,kg/MW
Nuclear,Vanadium,2050,0.42,0.42,0.42,0.42,kg/MW
Nuclear,Yttrium,2050,0.35,0.35,0.35,0.35,kg/MW
Nuclear,Zirconium,2050,97.875,97.875,30.5,165.25,kg/MW
PAFC,Aluminium,2050,1018.75,1018.75,1000.0,1037.5,kg/MW
PAFC,Chromium,2050,3500.0,3500.0,3500.0,3500.0,kg/MW
PAFC,Copper,2050,3849.9999999999995,3849.9999999999995,3849.9999999999995,3849.9999999999995,kg/MW
PAFC,Lanthanum,2050,0.33299999999999996,0.33299999999999996,0.0,0.6659999999999999,kg/MW
PAFC,Manganese,2050,0.0,0.0,0.0,0.0,kg/MW
PAFC,Molybdenum,2050,14.0,14.0,14.0,14.0,kg/MW
PAFC,Nickel,2050,1190.0,1190.0,1190.0,1190.0,kg/MW
PAFC,Palladium,2050,0.35,0.35,0.35,0.35,kg/MW
PAFC,Platinum,2050,2.184837142857143,1.9,1.6285714285714292,3.02594,kg/MW
PAFC,Yttrium,2050,0.0,0.0,0.0,0.0,kg/MW
PAFC,Zinc,2050,2859.6494839026786,2859.6494839026786,2300.0,3419.2989678053573,kg/MW
PAFC,Zirconium,2050,0.0,0.0,0.0,0.0,kg/MW
PEMEL,Potassium,2050,97.57575757575756,97.57575757575756,97.57575757575756,97.57575757575756,kg/MW
PEMEL,Ruthenium,2050,0.2919908870623046,0.2919908870623046,0.2919908870623046,0.2919908870623046,kg/MW
PEMFC,Chromium,2050,70.0,70.0,70.0,70.0,kg/MW
Parabolic Trough - PB,Aluminium,2050,518.0,518.0,518.0,518.0,kg/MW
Parabolic Trough - PB,Chromium,2050,1540.0,1540.0,1540.0,1540.0,kg/MW
Parabolic Trough - PB,Magnesium,2050,2100.0,2100.0,2100.0,2100.0,kg/MW
Parabolic Trough - PB,Manganese,2050,1400.0,1400.0,1400.0,1400.0,kg/MW
Parabolic Trough - PB,Molybdenum,2050,140.0,140.0,140.0,140.0,kg/MW
Parabolic Trough - PB,Nickel,2050,658.0,658.0,658.0,658.0,kg/MW
Parabolic Trough - PB,Niobium,2050,0.0,0.0,0.0,0.0,kg/MW
Parabolic Trough - PB,Silver,2050,15.627500000000001,15.627500000000001,6.405,24.85,kg/MW
Parabolic Trough - PB,Titanium,2050,17.5,17.5,17.5,17.5,kg/MW
Parabolic Trough - PB,Vanadium,2050,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,kg/MW
Parabolic Trough - PB,Zinc,2050,454.99999999999994,454.99999999999994,454.99999999999994,454.99999999999994,kg/MW
SOFC - Y,Aluminium,2050,13437.5,13437.5,1250.0,25625.0,kg/MW
SOFC - Y,Chromium,2050,5062.5,5062.5,1750.0,8375.0,kg/MW
SOFC - Y,Gadolinium,2050,9.1,9.1,9.1,9.1,kg/MW
SOFC - Y,Manganese,2050,353.5,353.5,353.5,353.5,kg/MW
SOFC - Y,Molybdenum,2050,0.0,0.0,0.0,0.0,kg/MW
SOFC - Y,Nickel,2050,2450.0,2450.0,2450.0,2450.0,kg/MW
SOFC - Y,Palladium,2050,0.0,0.0,0.0,0.0,kg/MW
SOFC - Y,Platinum,2050,0.0,0.0,0.0,0.0,kg/MW
SOFC - Y,Zinc,2050,353.5,353.5,353.5,353.5,kg/MW
SOFC - Y,Zirconium,2050,204.75,204.75,84.0,325.5,kg/MW
Wind-DDPM,Aluminium,2050,640.0,640.0,500.0,780.0,kg/MW
Wind-DDPM,Boron,2050,6.45,6.45,6.0,6.9,kg/MW
Wind-DDPM,Chromium,2050,324.14,324.14,239.0,409.28,kg/MW
Wind-DDPM,Copper,2050,2667.0,2667.0,1484.0,3850.0,kg/MW
Wind-DDPM,Lead,2050,4704.0,4704.0,4704.0,4704.0,kg/MW
Wind-DDPM,Manganese,2050,239.875,239.875,56.5,423.25,kg/MW
Wind-DDPM,Molybdenum,2050,92.1575,92.1575,75.315,109.0,kg/MW
Wind-DDPM,Nickel,2050,243.785,243.785,111.0,376.57,kg/MW
Wind-DDPM,Niobium,2050,26.359899999999996,26.359899999999996,26.359899999999996,26.359899999999996,kg/MW
Wind-DDPM,Praseodymium,2050,15.709750000000001,17.15,5.88,24.80625,kg/MW
Wind-DDPM,Terbium,2050,3.31,3.31,0.54,6.08,kg/MW
Wind-DDPM,Vanadium,2050,22.594675000000002,22.594675000000002,0.0,45.189350000000005,kg/MW
Wind-Gearbox,Aluminium,2050,1370.0,1370.0,1240.0,1500.0,kg/MW
Wind-Gearbox,Boron,2050,0.4,0.4,0.0,0.8,kg/MW
Wind-Gearbox,Chromium,2050,441.95,441.95,358.9,525.0,kg/MW
Wind-Gearbox,Manganese,2050,418.25,418.25,56.5,780.0,kg/MW
Wind-Gearbox,Molybdenum,2050,92.15,92.15,75.30000000000001,109.0,kg/MW
Wind-Gearbox,Niobium,2050,26.39,26.39,26.39,26.39,kg/MW
Wind-Gearbox,Praseodymium,2050,1.9032000000000002,2.08,0.0,4.68,kg/MW
Wind-Gearbox,Terbium,2050,0.275,0.275,0.0,0.55,kg/MW
Wind-Gearbox,Vanadium,2050,22.6,22.6,0.0,45.2,kg/MW
Wind-Gearbox,Zinc,2050,5475.0,5475.0,5450.0,5500.0,kg/MW
a-Si,Aluminium,2050,31.125,31.125,7.5,54.75,kg/MW
a-Si,Boron,2050,0.00056,0.00056,0.00056,0.00056,kg/MW
a-Si,Cadmium,2050,4.627,4.627,4.627,4.627,kg/MW
a-Si,Chromium,2050,443.79999999999995,443.79999999999995,443.79999999999995,443.79999999999995,kg/MW
a-Si,Molybdenum,2050,7.433999999999999,7.433999999999999,7.433999999999999,7.433999999999999,kg/MW
a-Si,Nickel,2050,233.79999999999998,233.79999999999998,233.79999999999998,233.79999999999998,kg/MW
a-Si,Tellurium,2050,5.25,5.25,5.25,5.25,kg/MW
a-Si,Tin,2050,54.2,54.2,5.32,103.08,kg/MW
c-Si,Aluminium,2050,1005.625,1005.625,7.5,2003.75,kg/MW
c-Si,Gallium,2050,6.3,6.3,6.3,6.3,kg/MW
c-Si,Lead,2050,39.152499999999996,39.152499999999996,5.925000000000001,72.38,kg/MW
c-Si,Nickel,2050,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,kg/MW
c-Si,Tin,2050,237.31,237.31,124.08,350.54,kg/MW
c-Si,Zinc,2050,11.7145,11.7145,11.7145,11.7145,kg/MW
